'Time and date','II','MCL1','ABP'
'[12:36:01.145 03/12/3299]',0.039,-0.053,60.000
'[12:36:01.153 03/12/3299]',0.053,-0.053,60.000
'[12:36:01.161 03/12/3299]',0.066,-0.053,59.200
'[12:36:01.169 03/12/3299]',0.079,-0.053,59.200
'[12:36:01.177 03/12/3299]',0.079,-0.053,58.400
'[12:36:01.185 03/12/3299]',0.092,-0.053,57.600
'[12:36:01.193 03/12/3299]',0.105,-0.053,57.600
'[12:36:01.201 03/12/3299]',0.118,-0.118,56.800
'[12:36:01.209 03/12/3299]',0.092,-0.118,56.800
'[12:36:01.217 03/12/3299]',0.066,-0.118,56.000
'[12:36:01.225 03/12/3299]',0.079,-0.118,56.000
'[12:36:01.233 03/12/3299]',0.092,-0.118,55.200
'[12:36:01.241 03/12/3299]',0.079,-0.118,55.200
'[12:36:01.249 03/12/3299]',0.053,-0.118,54.400
'[12:36:01.257 03/12/3299]',0.013,-0.118,54.400
'[12:36:01.265 03/12/3299]',0.000,-0.118,53.600
'[12:36:01.273 03/12/3299]',0.013,-0.118,53.600
'[12:36:01.281 03/12/3299]',0.013,-0.118,52.800
'[12:36:01.289 03/12/3299]',0.000,-0.118,52.800
'[12:36:01.297 03/12/3299]',-0.013,-0.053,52.800
'[12:36:01.305 03/12/3299]',-0.013,-0.053,52.000
'[12:36:01.313 03/12/3299]',0.000,-0.118,52.000
'[12:36:01.321 03/12/3299]',0.000,-0.053,52.000
'[12:36:01.329 03/12/3299]',-0.013,-0.053,51.200
'[12:36:01.337 03/12/3299]',-0.039,-0.053,51.200
'[12:36:01.345 03/12/3299]',-0.105,0.053,51.200
'[12:36:01.353 03/12/3299]',-0.118,0.118,50.400
'[12:36:01.361 03/12/3299]',0.092,0.250,50.400
'[12:36:01.369 03/12/3299]',0.382,0.500,50.400
'[12:36:01.377 03/12/3299]',0.513,0.553,50.400
'[12:36:01.385 03/12/3299]',0.355,-0.500,49.600
'[12:36:01.393 03/12/3299]',0.118,-1.553,49.600
'[12:36:01.401 03/12/3299]',-0.013,-1.803,49.600
'[12:36:01.409 03/12/3299]',-0.053,-1.250,48.800
'[12:36:01.417 03/12/3299]',-0.079,-0.750,48.800
'[12:36:01.425 03/12/3299]',-0.105,-0.434,48.800
'[12:36:01.433 03/12/3299]',-0.105,-0.184,48.000
'[12:36:01.441 03/12/3299]',-0.105,-0.053,48.000
'[12:36:01.449 03/12/3299]',-0.092,0.053,48.000
'[12:36:01.457 03/12/3299]',-0.066,0.118,47.200
'[12:36:01.465 03/12/3299]',-0.066,0.118,47.200
'[12:36:01.473 03/12/3299]',-0.066,0.184,47.200
'[12:36:01.481 03/12/3299]',-0.053,0.118,46.400
'[12:36:01.489 03/12/3299]',-0.053,0.184,46.400
'[12:36:01.497 03/12/3299]',-0.053,0.184,46.400
'[12:36:01.505 03/12/3299]',-0.066,0.184,46.400
'[12:36:01.513 03/12/3299]',-0.053,0.184,47.200
'[12:36:01.521 03/12/3299]',-0.039,0.184,48.800
'[12:36:01.529 03/12/3299]',-0.026,0.184,51.200
'[12:36:01.537 03/12/3299]',-0.026,0.184,56.000
'[12:36:01.545 03/12/3299]',-0.026,0.184,63.200
'[12:36:01.553 03/12/3299]',-0.026,0.250,71.200
'[12:36:01.561 03/12/3299]',-0.026,0.250,80.800
'[12:36:01.569 03/12/3299]',-0.013,0.250,90.400
'[12:36:01.577 03/12/3299]',0.000,0.250,100.000
'[12:36:01.585 03/12/3299]',-0.013,0.303,108.800
'[12:36:01.593 03/12/3299]',0.000,0.303,116.800
'[12:36:01.601 03/12/3299]',0.000,0.303,123.200
'[12:36:01.609 03/12/3299]',0.013,0.368,128.800
'[12:36:01.617 03/12/3299]',0.026,0.368,133.600
'[12:36:01.625 03/12/3299]',0.039,0.434,136.000
'[12:36:01.633 03/12/3299]',0.053,0.500,138.400
'[12:36:01.641 03/12/3299]',0.066,0.500,139.200
'[12:36:01.649 03/12/3299]',0.066,0.553,140.000
'[12:36:01.657 03/12/3299]',0.079,0.553,140.000
'[12:36:01.665 03/12/3299]',0.092,0.553,140.000
'[12:36:01.673 03/12/3299]',0.092,0.553,139.200
'[12:36:01.681 03/12/3299]',0.092,0.553,138.400
'[12:36:01.689 03/12/3299]',0.092,0.500,136.800
'[12:36:01.697 03/12/3299]',0.092,0.434,135.200
'[12:36:01.705 03/12/3299]',0.092,0.368,132.800
'[12:36:01.713 03/12/3299]',0.079,0.303,131.200
'[12:36:01.721 03/12/3299]',0.079,0.250,128.800
'[12:36:01.729 03/12/3299]',0.066,0.184,126.400
'[12:36:01.737 03/12/3299]',0.053,0.053,123.200
'[12:36:01.745 03/12/3299]',0.039,0.053,120.800
'[12:36:01.753 03/12/3299]',0.026,0.000,118.400
'[12:36:01.761 03/12/3299]',0.013,-0.053,115.200
'[12:36:01.769 03/12/3299]',0.000,-0.053,112.000
'[12:36:01.777 03/12/3299]',-0.013,-0.118,108.800
'[12:36:01.785 03/12/3299]',-0.026,-0.118,104.800
'[12:36:01.793 03/12/3299]',-0.026,-0.118,101.600
'[12:36:01.801 03/12/3299]',-0.039,-0.118,97.600
'[12:36:01.809 03/12/3299]',-0.039,-0.118,93.600
'[12:36:01.817 03/12/3299]',-0.053,-0.118,90.400
'[12:36:01.825 03/12/3299]',-0.053,-0.118,87.200
'[12:36:01.833 03/12/3299]',-0.053,-0.118,84.000
'[12:36:01.841 03/12/3299]',-0.053,-0.118,81.600
'[12:36:01.849 03/12/3299]',-0.053,-0.118,79.200
'[12:36:01.857 03/12/3299]',-0.053,-0.053,77.600
'[12:36:01.865 03/12/3299]',-0.066,-0.053,76.000
'[12:36:01.873 03/12/3299]',-0.066,-0.053,75.200
'[12:36:01.881 03/12/3299]',-0.066,-0.053,74.400
'[12:36:01.889 03/12/3299]',-0.066,-0.053,73.600
'[12:36:01.897 03/12/3299]',-0.066,-0.053,73.600
'[12:36:01.905 03/12/3299]',-0.053,-0.053,72.800
'[12:36:01.913 03/12/3299]',-0.053,-0.053,72.800
'[12:36:01.921 03/12/3299]',-0.053,-0.053,72.800
'[12:36:01.929 03/12/3299]',-0.053,-0.053,72.000
'[12:36:01.937 03/12/3299]',-0.053,-0.053,72.000
'[12:36:01.945 03/12/3299]',-0.053,-0.053,71.200
'[12:36:01.953 03/12/3299]',-0.053,-0.053,71.200
'[12:36:01.961 03/12/3299]',-0.053,-0.053,70.400
'[12:36:01.969 03/12/3299]',-0.053,-0.053,70.400
'[12:36:01.977 03/12/3299]',-0.053,-0.053,69.600
'[12:36:01.985 03/12/3299]',-0.053,-0.053,68.800
'[12:36:01.993 03/12/3299]',-0.053,-0.053,68.800
'[12:36:02.001 03/12/3299]',-0.053,-0.053,68.000
'[12:36:02.009 03/12/3299]',-0.053,-0.053,67.200
'[12:36:02.017 03/12/3299]',-0.053,-0.118,67.200
'[12:36:02.025 03/12/3299]',-0.053,-0.118,66.400
'[12:36:02.033 03/12/3299]',-0.053,-0.118,66.400
'[12:36:02.041 03/12/3299]',-0.053,-0.118,65.600
'[12:36:02.049 03/12/3299]',-0.053,-0.118,64.800
'[12:36:02.057 03/12/3299]',-0.053,-0.118,64.800
'[12:36:02.065 03/12/3299]',-0.053,-0.118,64.000
'[12:36:02.073 03/12/3299]',-0.053,-0.118,64.000
'[12:36:02.081 03/12/3299]',-0.039,-0.053,63.200
'[12:36:02.089 03/12/3299]',-0.039,-0.053,62.400
'[12:36:02.097 03/12/3299]',-0.039,-0.053,62.400
'[12:36:02.105 03/12/3299]',-0.039,-0.053,61.600
'[12:36:02.113 03/12/3299]',-0.026,-0.053,61.600
'[12:36:02.121 03/12/3299]',-0.026,-0.053,60.800
'[12:36:02.129 03/12/3299]',-0.013,-0.053,60.000
'[12:36:02.137 03/12/3299]',0.000,-0.053,60.000
'[12:36:02.145 03/12/3299]',0.026,-0.053,59.200
'[12:36:02.153 03/12/3299]',0.039,-0.053,59.200
'[12:36:02.161 03/12/3299]',0.039,-0.053,58.400
'[12:36:02.169 03/12/3299]',0.026,-0.053,58.400
'[12:36:02.177 03/12/3299]',0.013,-0.053,57.600
'[12:36:02.185 03/12/3299]',0.013,-0.053,57.600
'[12:36:02.193 03/12/3299]',0.013,-0.053,56.800
'[12:36:02.201 03/12/3299]',0.013,-0.053,56.800
'[12:36:02.209 03/12/3299]',0.013,-0.053,56.000
'[12:36:02.217 03/12/3299]',-0.026,-0.053,56.000
'[12:36:02.225 03/12/3299]',-0.053,-0.053,55.200
'[12:36:02.233 03/12/3299]',-0.066,-0.053,55.200
'[12:36:02.241 03/12/3299]',-0.066,-0.053,54.400
'[12:36:02.249 03/12/3299]',-0.066,-0.053,54.400
'[12:36:02.257 03/12/3299]',-0.066,-0.053,54.400
'[12:36:02.265 03/12/3299]',-0.066,-0.053,53.600
'[12:36:02.273 03/12/3299]',-0.079,-0.053,53.600
'[12:36:02.281 03/12/3299]',-0.079,-0.053,53.600
'[12:36:02.289 03/12/3299]',-0.066,-0.053,52.800
'[12:36:02.297 03/12/3299]',-0.079,-0.053,52.800
'[12:36:02.305 03/12/3299]',-0.118,0.000,52.800
'[12:36:02.313 03/12/3299]',-0.171,0.053,52.800
'[12:36:02.321 03/12/3299]',-0.171,0.184,52.000
'[12:36:02.329 03/12/3299]',0.079,0.303,52.000
'[12:36:02.337 03/12/3299]',0.395,0.618,52.000
'[12:36:02.345 03/12/3299]',0.526,0.684,51.200
'[12:36:02.353 03/12/3299]',0.368,-0.434,51.200
'[12:36:02.361 03/12/3299]',0.092,-1.553,51.200
'[12:36:02.369 03/12/3299]',-0.053,-1.750,51.200
'[12:36:02.377 03/12/3299]',-0.105,-1.250,50.400
'[12:36:02.385 03/12/3299]',-0.145,-0.750,50.400
'[12:36:02.393 03/12/3299]',-0.171,-0.368,50.400
'[12:36:02.401 03/12/3299]',-0.184,-0.184,49.600
'[12:36:02.409 03/12/3299]',-0.171,-0.053,49.600
'[12:36:02.417 03/12/3299]',-0.158,0.053,49.600
'[12:36:02.425 03/12/3299]',-0.145,0.118,48.800
'[12:36:02.433 03/12/3299]',-0.132,0.118,48.800
'[12:36:02.441 03/12/3299]',-0.118,0.184,48.000
'[12:36:02.449 03/12/3299]',-0.118,0.184,48.000
'[12:36:02.457 03/12/3299]',-0.118,0.184,48.000
'[12:36:02.465 03/12/3299]',-0.105,0.184,48.000
'[12:36:02.473 03/12/3299]',-0.105,0.184,48.800
'[12:36:02.481 03/12/3299]',-0.105,0.184,49.600
'[12:36:02.489 03/12/3299]',-0.092,0.184,52.000
'[12:36:02.497 03/12/3299]',-0.092,0.184,55.200
'[12:36:02.505 03/12/3299]',-0.092,0.184,60.800
'[12:36:02.513 03/12/3299]',-0.092,0.184,68.800
'[12:36:02.521 03/12/3299]',-0.079,0.250,76.800
'[12:36:02.529 03/12/3299]',-0.079,0.250,86.400
'[12:36:02.537 03/12/3299]',-0.079,0.250,96.000
'[12:36:02.545 03/12/3299]',-0.079,0.250,104.800
'[12:36:02.553 03/12/3299]',-0.066,0.250,113.600
'[12:36:02.561 03/12/3299]',-0.066,0.303,120.800
'[12:36:02.569 03/12/3299]',-0.066,0.303,127.200
'[12:36:02.577 03/12/3299]',-0.053,0.368,132.000
'[12:36:02.585 03/12/3299]',-0.039,0.368,136.000
'[12:36:02.593 03/12/3299]',-0.039,0.434,138.400
'[12:36:02.601 03/12/3299]',-0.026,0.434,140.000
'[12:36:02.609 03/12/3299]',-0.013,0.500,141.600
'[12:36:02.617 03/12/3299]',0.000,0.500,141.600
'[12:36:02.625 03/12/3299]',0.013,0.500,141.600
'[12:36:02.633 03/12/3299]',0.026,0.553,141.600
'[12:36:02.641 03/12/3299]',0.039,0.500,140.800
'[12:36:02.649 03/12/3299]',0.053,0.500,139.200
'[12:36:02.657 03/12/3299]',0.066,0.500,137.600
'[12:36:02.665 03/12/3299]',0.066,0.434,135.200
'[12:36:02.673 03/12/3299]',0.066,0.368,133.600
'[12:36:02.681 03/12/3299]',0.066,0.303,130.400
'[12:36:02.689 03/12/3299]',0.066,0.250,128.000
'[12:36:02.697 03/12/3299]',0.053,0.184,125.600
'[12:36:02.705 03/12/3299]',0.053,0.118,122.400
'[12:36:02.713 03/12/3299]',0.039,0.053,119.200
'[12:36:02.721 03/12/3299]',0.026,0.000,116.000
'[12:36:02.729 03/12/3299]',0.013,-0.053,112.800
'[12:36:02.737 03/12/3299]',0.013,-0.053,109.600
'[12:36:02.745 03/12/3299]',0.000,-0.118,106.400
'[12:36:02.753 03/12/3299]',0.000,-0.118,102.400
'[12:36:02.761 03/12/3299]',-0.013,-0.118,99.200
'[12:36:02.769 03/12/3299]',-0.013,-0.118,95.200
'[12:36:02.777 03/12/3299]',-0.013,-0.118,92.000
'[12:36:02.785 03/12/3299]',-0.026,-0.118,88.000
'[12:36:02.793 03/12/3299]',-0.026,-0.118,84.800
'[12:36:02.801 03/12/3299]',-0.026,-0.118,82.400
'[12:36:02.809 03/12/3299]',-0.026,-0.118,80.000
'[12:36:02.817 03/12/3299]',-0.039,-0.118,78.400
'[12:36:02.825 03/12/3299]',-0.039,-0.118,76.800
'[12:36:02.833 03/12/3299]',-0.039,-0.118,75.200
'[12:36:02.841 03/12/3299]',-0.039,-0.053,74.400
'[12:36:02.849 03/12/3299]',-0.039,-0.053,73.600
'[12:36:02.857 03/12/3299]',-0.039,-0.053,73.600
'[12:36:02.865 03/12/3299]',-0.039,-0.053,72.800
'[12:36:02.873 03/12/3299]',-0.026,-0.053,72.800
'[12:36:02.881 03/12/3299]',-0.026,-0.053,72.800
'[12:36:02.889 03/12/3299]',-0.026,-0.053,72.000
'[12:36:02.897 03/12/3299]',-0.026,-0.053,72.000
'[12:36:02.905 03/12/3299]',-0.026,-0.053,72.000
'[12:36:02.913 03/12/3299]',-0.026,-0.053,71.200
'[12:36:02.921 03/12/3299]',-0.026,-0.053,70.400
'[12:36:02.929 03/12/3299]',-0.026,-0.118,70.400
'[12:36:02.937 03/12/3299]',-0.013,-0.118,69.600
'[12:36:02.945 03/12/3299]',-0.013,-0.118,69.600
'[12:36:02.953 03/12/3299]',-0.013,-0.118,68.800
'[12:36:02.961 03/12/3299]',-0.013,-0.118,68.000
'[12:36:02.969 03/12/3299]',-0.013,-0.118,68.000
'[12:36:02.977 03/12/3299]',-0.013,-0.118,67.200
'[12:36:02.985 03/12/3299]',-0.013,-0.118,66.400
'[12:36:02.993 03/12/3299]',-0.013,-0.118,66.400
'[12:36:03.001 03/12/3299]',0.000,-0.118,65.600
'[12:36:03.009 03/12/3299]',0.000,-0.118,65.600
'[12:36:03.017 03/12/3299]',0.000,-0.118,64.800
'[12:36:03.025 03/12/3299]',0.000,-0.118,64.000
'[12:36:03.033 03/12/3299]',0.000,-0.118,64.000
'[12:36:03.041 03/12/3299]',0.000,-0.118,63.200
'[12:36:03.049 03/12/3299]',0.000,-0.118,63.200
'[12:36:03.057 03/12/3299]',0.000,-0.118,62.400
'[12:36:03.065 03/12/3299]',0.013,-0.118,61.600
'[12:36:03.073 03/12/3299]',0.013,-0.053,61.600
'[12:36:03.081 03/12/3299]',0.013,-0.053,60.800
'[12:36:03.089 03/12/3299]',0.013,-0.053,60.800
'[12:36:03.097 03/12/3299]',0.026,-0.053,60.000
'[12:36:03.105 03/12/3299]',0.053,-0.053,59.200
'[12:36:03.113 03/12/3299]',0.079,-0.053,59.200
'[12:36:03.121 03/12/3299]',0.092,-0.053,58.400
'[12:36:03.129 03/12/3299]',0.105,-0.053,58.400
'[12:36:03.137 03/12/3299]',0.105,-0.053,57.600
'[12:36:03.145 03/12/3299]',0.092,-0.053,57.600
'[12:36:03.153 03/12/3299]',0.079,-0.053,56.800
'[12:36:03.161 03/12/3299]',0.079,-0.053,56.800
'[12:36:03.169 03/12/3299]',0.079,-0.053,56.000
'[12:36:03.177 03/12/3299]',0.079,-0.118,56.000
'[12:36:03.185 03/12/3299]',0.053,-0.118,55.200
'[12:36:03.193 03/12/3299]',0.013,-0.118,55.200
'[12:36:03.201 03/12/3299]',-0.013,-0.118,55.200
'[12:36:03.209 03/12/3299]',-0.013,-0.053,54.400
'[12:36:03.217 03/12/3299]',-0.013,-0.053,54.400
'[12:36:03.225 03/12/3299]',-0.026,-0.053,53.600
'[12:36:03.233 03/12/3299]',-0.026,-0.053,53.600
'[12:36:03.241 03/12/3299]',-0.026,-0.053,53.600
'[12:36:03.249 03/12/3299]',-0.013,-0.053,52.800
'[12:36:03.257 03/12/3299]',-0.026,-0.053,52.800
'[12:36:03.265 03/12/3299]',-0.026,-0.053,52.800
'[12:36:03.273 03/12/3299]',-0.039,-0.053,52.000
'[12:36:03.281 03/12/3299]',-0.092,0.000,52.000
'[12:36:03.289 03/12/3299]',-0.118,0.118,52.000
'[12:36:03.297 03/12/3299]',0.026,0.250,51.200
'[12:36:03.305 03/12/3299]',0.342,0.500,51.200
'[12:36:03.313 03/12/3299]',0.592,0.618,51.200
'[12:36:03.321 03/12/3299]',0.605,0.000,51.200
'[12:36:03.329 03/12/3299]',0.263,-1.184,50.400
'[12:36:03.337 03/12/3299]',0.053,-1.750,50.400
'[12:36:03.345 03/12/3299]',-0.039,-1.434,50.400
'[12:36:03.353 03/12/3299]',-0.079,-0.934,49.600
'[12:36:03.361 03/12/3299]',-0.118,-0.500,49.600
'[12:36:03.369 03/12/3299]',-0.132,-0.250,49.600
'[12:36:03.377 03/12/3299]',-0.132,-0.118,48.800
'[12:36:03.385 03/12/3299]',-0.105,0.000,48.800
'[12:36:03.393 03/12/3299]',-0.092,0.053,48.000
'[12:36:03.401 03/12/3299]',-0.092,0.118,48.000
'[12:36:03.409 03/12/3299]',-0.066,0.118,48.000
'[12:36:03.417 03/12/3299]',-0.066,0.118,47.200
'[12:36:03.425 03/12/3299]',-0.066,0.118,47.200
'[12:36:03.433 03/12/3299]',-0.066,0.184,47.200
'[12:36:03.441 03/12/3299]',-0.066,0.184,47.200
'[12:36:03.449 03/12/3299]',-0.053,0.184,48.000
'[12:36:03.457 03/12/3299]',-0.053,0.184,49.600
'[12:36:03.465 03/12/3299]',-0.066,0.184,52.000
'[12:36:03.473 03/12/3299]',-0.066,0.184,56.800
'[12:36:03.481 03/12/3299]',-0.066,0.184,64.000
'[12:36:03.489 03/12/3299]',-0.053,0.184,72.000
'[12:36:03.497 03/12/3299]',-0.039,0.184,81.600
'[12:36:03.505 03/12/3299]',-0.039,0.250,91.200
'[12:36:03.513 03/12/3299]',-0.039,0.250,100.800
'[12:36:03.521 03/12/3299]',-0.039,0.250,109.600
'[12:36:03.529 03/12/3299]',-0.026,0.250,117.600
'[12:36:03.537 03/12/3299]',0.000,0.303,124.800
'[12:36:03.545 03/12/3299]',0.000,0.303,130.400
'[12:36:03.553 03/12/3299]',0.000,0.368,134.400
'[12:36:03.561 03/12/3299]',0.013,0.368,137.600
'[12:36:03.569 03/12/3299]',0.026,0.434,139.200
'[12:36:03.577 03/12/3299]',0.039,0.500,140.800
'[12:36:03.585 03/12/3299]',0.039,0.500,141.600
'[12:36:03.593 03/12/3299]',0.053,0.500,141.600
'[12:36:03.601 03/12/3299]',0.066,0.553,141.600
'[12:36:03.609 03/12/3299]',0.079,0.500,140.800
'[12:36:03.617 03/12/3299]',0.092,0.500,139.200
'[12:36:03.625 03/12/3299]',0.105,0.500,137.600
'[12:36:03.633 03/12/3299]',0.118,0.434,136.000
'[12:36:03.641 03/12/3299]',0.118,0.368,133.600
'[12:36:03.649 03/12/3299]',0.105,0.303,131.200
'[12:36:03.657 03/12/3299]',0.092,0.250,128.800
'[12:36:03.665 03/12/3299]',0.092,0.184,126.400
'[12:36:03.673 03/12/3299]',0.092,0.118,123.200
'[12:36:03.681 03/12/3299]',0.079,0.053,120.800
'[12:36:03.689 03/12/3299]',0.066,0.000,117.600
'[12:36:03.697 03/12/3299]',0.079,-0.053,114.400
'[12:36:03.705 03/12/3299]',0.066,-0.053,111.200
'[12:36:03.713 03/12/3299]',0.039,-0.118,107.200
'[12:36:03.721 03/12/3299]',0.026,-0.118,104.000
'[12:36:03.729 03/12/3299]',0.013,-0.118,100.000
'[12:36:03.737 03/12/3299]',0.013,-0.118,96.000
'[12:36:03.745 03/12/3299]',0.026,-0.118,92.800
'[12:36:03.753 03/12/3299]',0.013,-0.118,88.800
'[12:36:03.761 03/12/3299]',0.026,-0.118,85.600
'[12:36:03.769 03/12/3299]',0.026,-0.118,82.400
'[12:36:03.777 03/12/3299]',0.026,-0.118,80.000
'[12:36:03.785 03/12/3299]',0.000,-0.118,77.600
'[12:36:03.793 03/12/3299]',-0.013,-0.118,76.000
'[12:36:03.801 03/12/3299]',0.000,-0.118,75.200
'[12:36:03.809 03/12/3299]',0.013,-0.118,73.600
'[12:36:03.817 03/12/3299]',0.013,-0.118,72.800
'[12:36:03.825 03/12/3299]',0.013,-0.118,72.800
'[12:36:03.833 03/12/3299]',0.013,-0.118,72.000
'[12:36:03.841 03/12/3299]',0.000,-0.053,72.000
'[12:36:03.849 03/12/3299]',0.000,-0.053,71.200
'[12:36:03.857 03/12/3299]',0.013,-0.118,71.200
'[12:36:03.865 03/12/3299]',0.013,-0.118,70.400
'[12:36:03.873 03/12/3299]',0.013,-0.118,70.400
'[12:36:03.881 03/12/3299]',0.013,-0.118,69.600
'[12:36:03.889 03/12/3299]',0.013,-0.118,69.600
'[12:36:03.897 03/12/3299]',0.013,-0.118,68.800
'[12:36:03.905 03/12/3299]',0.013,-0.118,68.800
'[12:36:03.913 03/12/3299]',0.013,-0.118,68.000
'[12:36:03.921 03/12/3299]',0.013,-0.118,67.200
'[12:36:03.929 03/12/3299]',0.026,-0.118,67.200
'[12:36:03.937 03/12/3299]',0.026,-0.118,66.400
'[12:36:03.945 03/12/3299]',0.026,-0.118,65.600
'[12:36:03.953 03/12/3299]',0.026,-0.118,65.600
'[12:36:03.961 03/12/3299]',0.013,-0.118,64.800
'[12:36:03.969 03/12/3299]',0.026,-0.118,64.800
'[12:36:03.977 03/12/3299]',0.039,-0.118,64.000
'[12:36:03.985 03/12/3299]',0.039,-0.118,63.200
'[12:36:03.993 03/12/3299]',0.039,-0.118,63.200
'[12:36:04.001 03/12/3299]',0.026,-0.118,62.400
'[12:36:04.009 03/12/3299]',0.026,-0.118,61.600
'[12:36:04.017 03/12/3299]',0.039,-0.118,61.600
'[12:36:04.025 03/12/3299]',0.039,-0.118,60.800
'[12:36:04.033 03/12/3299]',0.039,-0.118,60.800
'[12:36:04.041 03/12/3299]',0.039,-0.118,60.000
'[12:36:04.049 03/12/3299]',0.039,-0.118,60.000
'[12:36:04.057 03/12/3299]',0.053,-0.053,59.200
'[12:36:04.065 03/12/3299]',0.053,-0.053,58.400
'[12:36:04.073 03/12/3299]',0.066,-0.053,58.400
'[12:36:04.081 03/12/3299]',0.079,-0.053,57.600
'[12:36:04.089 03/12/3299]',0.092,-0.053,57.600
'[12:36:04.097 03/12/3299]',0.092,-0.053,56.800
'[12:36:04.105 03/12/3299]',0.092,-0.053,56.800
'[12:36:04.113 03/12/3299]',0.092,-0.118,56.000
'[12:36:04.121 03/12/3299]',0.092,-0.118,56.000
'[12:36:04.129 03/12/3299]',0.079,-0.118,55.200
'[12:36:04.137 03/12/3299]',0.079,-0.118,55.200
'[12:36:04.145 03/12/3299]',0.079,-0.118,54.400
'[12:36:04.153 03/12/3299]',0.053,-0.118,54.400
'[12:36:04.161 03/12/3299]',0.000,-0.118,53.600
'[12:36:04.169 03/12/3299]',-0.026,-0.118,53.600
'[12:36:04.177 03/12/3299]',-0.026,-0.118,52.800
'[12:36:04.185 03/12/3299]',-0.013,-0.118,52.800
'[12:36:04.193 03/12/3299]',0.000,-0.118,52.800
'[12:36:04.201 03/12/3299]',0.000,-0.053,52.000
'[12:36:04.209 03/12/3299]',-0.013,-0.053,52.000
'[12:36:04.217 03/12/3299]',0.000,-0.053,52.000
'[12:36:04.225 03/12/3299]',0.000,-0.053,51.200
'[12:36:04.233 03/12/3299]',-0.013,-0.053,51.200
'[12:36:04.241 03/12/3299]',-0.039,-0.053,51.200
'[12:36:04.249 03/12/3299]',-0.092,0.000,51.200
'[12:36:04.257 03/12/3299]',-0.118,0.118,50.400
'[12:36:04.265 03/12/3299]',0.026,0.250,50.400
'[12:36:04.273 03/12/3299]',0.289,0.500,50.400
'[12:36:04.281 03/12/3299]',0.461,0.553,50.400
'[12:36:04.289 03/12/3299]',0.382,-0.184,50.400
'[12:36:04.297 03/12/3299]',0.145,-1.368,50.400
'[12:36:04.305 03/12/3299]',0.000,-1.803,49.600
'[12:36:04.313 03/12/3299]',-0.053,-1.368,49.600
'[12:36:04.321 03/12/3299]',-0.079,-0.803,49.600
'[12:36:04.329 03/12/3299]',-0.118,-0.434,49.600
'[12:36:04.337 03/12/3299]',-0.132,-0.250,49.600
'[12:36:04.345 03/12/3299]',-0.132,-0.053,48.800
'[12:36:04.353 03/12/3299]',-0.118,0.053,48.800
'[12:36:04.361 03/12/3299]',-0.105,0.118,48.800
'[12:36:04.369 03/12/3299]',-0.092,0.184,48.800
'[12:36:04.377 03/12/3299]',-0.092,0.184,48.800
'[12:36:04.385 03/12/3299]',-0.092,0.184,48.800
'[12:36:04.393 03/12/3299]',-0.092,0.184,48.800
'[12:36:04.401 03/12/3299]',-0.092,0.184,48.800
'[12:36:04.409 03/12/3299]',-0.092,0.184,48.800
'[12:36:04.417 03/12/3299]',-0.105,0.184,49.600
'[12:36:04.425 03/12/3299]',-0.092,0.184,51.200
'[12:36:04.433 03/12/3299]',-0.092,0.184,54.400
'[12:36:04.441 03/12/3299]',-0.092,0.250,59.200
'[12:36:04.449 03/12/3299]',-0.092,0.250,65.600
'[12:36:04.457 03/12/3299]',-0.092,0.250,73.600
'[12:36:04.465 03/12/3299]',-0.079,0.250,82.400
'[12:36:04.473 03/12/3299]',-0.079,0.250,92.000
'[12:36:04.481 03/12/3299]',-0.079,0.250,101.600
'[12:36:04.489 03/12/3299]',-0.079,0.303,109.600
'[12:36:04.497 03/12/3299]',-0.066,0.303,117.600
'[12:36:04.505 03/12/3299]',-0.066,0.303,124.000
'[12:36:04.513 03/12/3299]',-0.066,0.368,129.600
'[12:36:04.521 03/12/3299]',-0.066,0.368,133.600
'[12:36:04.529 03/12/3299]',-0.053,0.434,136.000
'[12:36:04.537 03/12/3299]',-0.053,0.500,138.400
'[12:36:04.545 03/12/3299]',-0.039,0.500,139.200
'[12:36:04.553 03/12/3299]',-0.026,0.500,140.000
'[12:36:04.561 03/12/3299]',-0.026,0.553,140.000
'[12:36:04.569 03/12/3299]',-0.013,0.553,139.200
'[12:36:04.577 03/12/3299]',0.013,0.553,138.400
'[12:36:04.585 03/12/3299]',0.013,0.500,137.600
'[12:36:04.593 03/12/3299]',0.026,0.500,136.000
'[12:36:04.601 03/12/3299]',0.026,0.434,134.400
'[12:36:04.609 03/12/3299]',0.026,0.368,132.000
'[12:36:04.617 03/12/3299]',0.026,0.303,129.600
'[12:36:04.625 03/12/3299]',0.026,0.250,127.200
'[12:36:04.633 03/12/3299]',0.013,0.184,124.800
'[12:36:04.641 03/12/3299]',0.000,0.118,121.600
'[12:36:04.649 03/12/3299]',0.000,0.053,119.200
'[12:36:04.657 03/12/3299]',-0.013,0.000,116.000
'[12:36:04.665 03/12/3299]',-0.026,-0.053,112.800
'[12:36:04.673 03/12/3299]',-0.026,-0.053,109.600
'[12:36:04.681 03/12/3299]',-0.039,-0.118,105.600
'[12:36:04.689 03/12/3299]',-0.039,-0.118,102.400
'[12:36:04.697 03/12/3299]',-0.053,-0.118,98.400
'[12:36:04.705 03/12/3299]',-0.053,-0.118,95.200
'[12:36:04.713 03/12/3299]',-0.053,-0.118,91.200
'[12:36:04.721 03/12/3299]',-0.053,-0.118,88.000
'[12:36:04.729 03/12/3299]',-0.053,-0.118,84.800
