CGID,LABEL
7648,"RN"
7649,"RN"
7651,"RN"
7652,"LICSW"
7654,"RN"
7655,"RN"
7656,"RN"
7658,"MS"
7659,"MS"
7661,"MD"
7662,"MD"
7664,"MS"
7665,"MS"
7666,"MS"
7668,"MS"
7669,"MS"
7671,"MS"
7672,"MD"
7674,"MD"
7675,"MD"
7676,"MD"
7678,"MD"
7679,"MD"
7680,"MD"
7681,"MS"
7682,"MS"
7683,"MS"
7684,"RN"
7685,"RN"
7686,"RN"
7687,"RN"
7688,"RN"
7689,"RN"
7690,"MS"
7691,"MS"
7692,"MS"
7693,"RN"
7694,"RN"
7695,"RN"
7696,"UCO"
7697,"UCO"
7698,"UCO"
7699,"MS"
7700,"MS"
7701,"MS"
7702,"UCO"
7703,"UCO"
7704,"UCO"
7705,"Intern"
3194,"MD"
3195,"MD"
3197,"MD"
3198,"MD"
3199,"RN"
3201,"DI"
3202,"RN"
3204,"RN"
3205,"RN"
3207,"PT"
3208,"RN"
3210,"RN"
3211,"MD"
3213,"MD"
3214,"RN"
3216,
3217,"MD"
3218,"MD"
3220,"RN"
3221,"MD"
3223,"MD"
3224,"MD"
3226,"MD"
3227,"RN"
3228,"RN"
3229,"RN"
3230,"RN"
3231,"RN"
3232,"RPh"
3233,"RN"
3234,"RPh"
3235,"RRT"
3236,"RRT"
3237,"MD"
3238,"RN"
3239,"RN"
3240,"RN"
3241,"RN"
3242,"MD"
3243,"MD"
3244,"MD"
3245,"RN"
3246,"RN"
3247,"RN"
3248,"RN"
3249,"RN"
3250,"RN"
3251,"RN"
3252,"MD"
3253,"MD"
3254,"MD"
3255,"MD"
3256,"RN"
3257,"MD"
3258,"MD"
3259,"RN"
3260,"OTR/L"
3261,"MD"
3262,"MD"
3263,"MD"
3264,"MD"
3265,"MD"
3266,"RPh"
3267,"MD"
3268,"CoWork"
3269,"RN"
3270,"RRT"
3271,"MD"
3272,"RN"
3273,"RN"
3274,"RN"
3275,"MD"
3276,"RPh"
3277,"MD"
3278,"MD"
3279,"MD"
3280,"RPh"
3281,"MD"
3282,"MD"
3283,"MD"
3284,"MD"
3285,"MD"
3286,"MD"
3287,"RPh"
3288,"RN"
3289,"MD"
3290,"PT"
3291,"RPh"
3292,"MD"
3293,"RN"
3294,"UA"
3295,"RN"
3296,"MD"
3297,"RN"
3298,"MD"
3299,"RPh"
3300,"CoWker"
3301,"PT"
3302,"RRT"
3303,"MD"
3304,"MD"
3305,"RN"
3306,"RN"
3307,"MD"
3308,"MD"
3309,"MD"
3310,"MD"
3312,"MD"
3313,"RPh"
3315,"MD"
3316,"RN"
3318,"UA"
3319,"MD"
3320,"PT"
3322,"MD"
3323,"MD"
3325,"RN"
3326,"RN"
3328,"MD"
3329,"RN"
3331,"RN"
3332,
3334,"RN"
3335,"MD"
3337,"MD"
3338,"RN"
3339,"RRT"
3341,"RN"
3342,"D"
3343,"PT"
3345,"MD"
3346,"MD"
3348,"MD"
3349,"RRT"
3350,"MD"
3351,"RN"
3353,"MD"
3355,"MD"
3356,"MD"
3358,"MD"
3359,"MD"
3360,"RN"
3362,"RN"
3363,"RN"
3365,"MD"
3366,"PT"
3368,"RD"
3369,"RN"
3371,"MD"
3372,"RN"
3373,"RRT"
3375,"RRT"
3376,"MD"
3378,"MD"
3379,"RN"
3381,"MD"
3382,"RPh"
3384,"MD"
3385,"RN"
3387,"MD"
3388,"MD"
3390,"RPh"
3391,"MD"
3393,"CoWork"
3394,"MD"
3396,"MD"
3397,"MD"
3399,"RN"
3400,"RN"
3402,"MD"
3403,"MD"
3405,"RN"
3406,"RRT"
3408,"MD"
3409,"RN"
3410,"MD"
3412,"RN"
3413,"RN"
3415,"MD"
3416,"MD"
3418,"MD"
3419,"MD"
3421,"RN"
3422,"RN"
3424,"RN"
3425,"MD"
3427,"CRT"
3428,"MD"
3430,"RN"
3431,"RN"
3432,"RN"
3434,"UA"
3435,"MD"
3437,"RN"
3438,"RN"
3439,"RN"
3441,"RN"
3442,"RPh"
3443,"RPh"
3445,"MD"
3446,"RPh"
3447,"RRT"
3448,"RTS"
3449,"RN"
3450,"RN"
3451,"PT"
3452,"MD"
3453,"DI"
3454,"LICSW"
3455,"MD"
3456,"RN"
3457,"RPh"
3458,"MD"
3459,"CRT"
3460,"MD"
3461,"MD"
3462,"OTR/L"
3463,"MD"
3464,"RN"
3465,"MD"
3466,"MD"
3467,"MD"
3468,"OTR/L"
3469,"RN"
3470,"PT"
3471,"MD"
3472,"RN"
3473,"MD"
3474,"MD"
3475,"RRT"
3476,"RN"
3477,"MD"
3478,"MD"
3479,"RN"
3480,"RD"
3481,"RN"
3482,"RN"
3483,"RPh"
3484,"RN"
3485,"RN"
3486,"RN"
3487,"MD"
3488,"RD"
3489,"UA"
3490,"MD"
3491,"CoWker"
3492,"RRT"
3493,"RD"
3494,"MD"
3495,"RN"
3496,"RD"
3497,"RRT"
3498,"RN"
3499,"RN"
3500,"PT"
3501,"MD"
3502,"RPh"
3503,"MD"
3504,"MD"
3505,"CoWker"
3506,"MD"
3507,"MD"
3508,"RRT"
3509,"RN"
3510,"RN"
3511,"MD"
3512,"RN"
3513,"RN"
3514,"MD"
3515,"MD"
3516,"RN"
3517,"UA"
3518,"MD"
3519,"MD"
3520,"RN"
3521,"RN"
3522,"MD"
3523,"MD"
3524,"RPh"
3525,"BSMT"
3526,"RN"
3528,"RN"
3529,"MD"
3531,"RN"
3532,"RN"
3533,"RN"
3535,"RN"
3536,"RPh"
3538,"RN"
3539,"MD"
3541,"NP"
3542,"MD"
3544,"MD"
3545,"MD"
3546,"MD"
3548,"MD"
3549,"RN"
3551,"RN"
3552,"PT"
3554,"RN"
3555,"RN"
3557,"MD"
3558,"RN"
3560,"RN"
3561,"RRT"
3563,"RRT"
3564,"MD"
3565,"MD"
3567,"MD"
3568,"RT"
3570,"RN"
3571,"MD"
3573,"MD"
3574,"CoWker"
3575,"MD"
3577,"RN"
3578,"MD"
3580,"MD"
3581,"DI"
3583,"RPh"
3584,"RN"
3585,"MD"
3587,"RPh"
3588,"MD"
3590,"MD"
3591,"MD"
3593,"MD"
3594,"MD"
3596,"MD"
3597,"MD"
3598,"MD"
3600,"RN"
3601,"RN"
3603,"NP"
3604,"CoWork"
3605,"MD"
3606,"RN"
3608,"MD"
3609,"RN"
3611,"MD"
3612,"MD"
3614,"MD"
3615,"MD"
3617,"MD"
3618,"MD"
3620,"RRT"
3621,"RN"
3623,"UC"
3624,"MD"
3626,"MD"
3627,"MD"
3629,"MD"
3631,"RN"
3632,"DI"
3633,"RD"
3635,"OTR/L"
3636,"RN"
3638,"MD"
3639,"MD"
3641,"RN"
3642,"MD"
3644,"RD"
3645,"RN"
3646,"RN"
3648,"RN"
3649,"RN"
3651,"MD"
3652,"MD"
3653,"MD"
3655,"RN"
3656,"MD"
3657,"RN"
3659,"RRT"
3660,"RN"
3662,"MD"
3663,"CoWker"
3664,"RPh"
3665,"MD"
3666,"RPh"
3667,"MD"
3668,"MD"
3669,
3670,"MD"
3671,"RRT"
3672,"RRT"
3673,"MD"
3674,"MD"
3675,"MD"
3676,"MD"
3677,"MD"
3678,"MD"
3679,"MD"
3680,"RPh"
3681,"RRT"
3682,"RRT"
3683,"RN"
3684,"PT"
3685,"RRT"
3686,"RPh"
3687,"MD"
3688,"RN"
3689,"MD"
3690,"MD"
3691,"MD"
3692,"OTR/L"
3693,"RRT"
3694,"RPh"
3695,"MD"
3696,"MD"
3697,"MD"
3698,"MD"
3699,"MD"
3700,"RN"
3701,"RRT"
3702,"MD"
3703,"MD"
3704,"UC"
3705,"MD"
3706,"RN"
3707,"RPh"
3708,"RPh"
3709,"MD"
3710,"MD"
3711,"RN"
3712,"MD"
3713,"MD"
3714,"RN"
3715,"MD"
3716,"MD"
3717,"MD"
3718,"RN"
3719,"RN"
3720,"MD"
3721,"MD"
3722,"MD"
3723,"MD"
3724,"MD"
3725,"RN"
3726,"MD"
3727,"RD"
3728,"MD"
3729,"MD"
3730,"MD"
3731,"MD"
3732,"MD"
3733,"RRT"
3734,"MD"
3735,"MD"
3736,"MD"
3737,"RPh"
3738,"MD"
3739,"MS"
3740,"MD"
3741,"MD"
3742,"RN"
3743,"MD"
3745,"RPh"
3746,"RRT"
3748,"MD"
3749,"PT"
3751,"RN"
3752,"RRT"
3754,"MD"
3755,"MD"
3756,"MD"
3758,"PT"
3759,"RN"
3760,"RN"
3762,"MD"
3763,"MD"
3765,"MD"
3766,"RPh"
3767,"MD"
3769,"MD"
3770,"MD"
3772,"RN"
3773,"RN"
3775,"RN"
3776,"MD"
3778,"MD"
3779,"MD"
3781,"RN"
3782,"RN"
3784,"RPh"
3785,"RN"
3787,"RN"
3788,"NP"
3789,"RN"
3791,"PT"
3792,"RPh"
3794,"MD"
3795,"MD"
3796,"RPh"
3798,"RRT"
3799,"RN"
3801,"RRT"
3802,"UA"
3804,"MD"
3805,"MD"
3807,"MD"
3808,"MD"
3809,"RPh"
3811,"RN"
3812,"RRT"
3814,"RN"
3815,"RPh"
3817,"MD"
3818,"RN"
3820,"RD"
3821,"RD"
3822,"RRT"
3824,"MD"
3825,"RN"
3827,"MD"
3828,"UA"
3829,"MD"
3831,"RN"
3832,"MD"
3834,"MD"
3835,"MD"
3837,"MD"
3838,"RPh"
3839,"RTS"
3841,"MD"
3842,"MD"
3844,"RRT"
3845,"MD"
3847,"MD"
3848,"MD"
3850,"RN"
3851,"RN"
3853,"md"
3854,"rrt"
3856,
3857,"md"
3859,"md"
3860,"cda"
3862,"RN"
3863,"MD"
3865,"CoWkr"
3866,"RPh"
3867,"UCO"
3869,"PCT"
3870,"PA"
3872,"RN"
3873,"RN"
3875,"RN"
3876,"RN"
3878,"RN"
3879,"CoWker"
3880,"MD"
3881,"RN"
3882,"RRT"
3883,"NA"
3884,"MD"
3885,"RN"
3886,"RN"
3887,"RRT"
3888,"RN"
3889,"MD"
3890,"NEOB"
3891,"RN"
3892,"RN"
3893,"MD"
3894,"RPh"
3895,"MD"
3896,"RN"
5177,"NNP"
5178,"RN"
5179,"RN"
5180,"RRT"
5181,"SRT"
5182,"RN"
5183,"SRT"
5184,"CsMngm"
5185,"SRT"
5186,"SRT"
5187,"MD"
5188,"RN"
5189,"RN"
5190,"RRT"
5191,"PracSt"
5192,"RN"
5193,"RN"
5194,"RN"
5195,"UCO"
5196,"RN"
5197,"RN"
5198,"RN"
5199,"RN"
5200,"MD"
5201,"MD"
5202,"MD"
5203,"MD"
5494,"MD"
5496,"MD"
5497,"MD"
5498,"MD"
5500,"MD"
5501,"MD"
5503,"MD"
5504,"MD"
5506,"MD"
5507,"IS Int"
5508,"IS Int"
5510,"MD"
5511,"MD"
5513,"RN"
5514,"RN"
5516,"RN"
5517,"RN"
5518,"RN"
5520,"MD"
5521,"MD"
5523,"MD"
5524,"MD"
5525,"RN"
5526,"RN"
5528,"MD"
5529,"MD"
5531,"MD"
5532,"MD"
5534,"MD"
5535,"MD"
5537,"MD"
5538,"MD"
5539,"MD"
5541,"MD"
5542,"MD"
5544,"MD"
5545,"MD"
5547,"MD"
5548,"MD"
5550,"MD"
5551,"MD"
5553,"MD"
5554,"MD"
5556,"MD"
5557,"MD"
5558,"MD"
5560,"MD"
5561,"MD"
5563,"MD"
5564,"MD"
5566,"MD"
5567,"MD"
5569,"MD"
5570,"RN"
5572,"RN"
5573,"MD"
5575,"MD"
5576,"CoWker"
5577,"CoWker"
5579,"MD"
5580,"MD"
5582,"MD"
5583,"MD"
5585,"MD"
5586,"MD"
5587,"MD"
5588,"MD"
5589,"MD"
5590,"MD"
5591,"MD"
5592,"MD"
5593,"MD"
5594,"MD"
5595,"MD"
5596,"MD"
5597,"PCA"
5598,"PCA"
5599,"RN"
5600,"RN"
5601,"RN"
5602,"CoWkr"
5603,"CoWkr"
4326,"StNurs"
4327,"PCT"
4328,"SRT"
4329,"SRT"
4330,"RN"
4331,"SRT"
4332,"SRT"
4333,"MedStu"
4334,"MD"
4335,"MD"
4336,"MedStu"
4337,"SRT"
4338,"RN"
4339,"MD"
4340,"CoWker"
4341,"MD"
4342,"RN"
4343,"MD"
4344,"MD"
4345,"MD"
4346,"MD"
4347,"Co-Wkr"
4348,"UCO"
4349,"MD"
4350,"MD"
4351,"MD"
4352,"RN,RPh"
4353,"CoWkr"
4354,"MedSt"
4355,"MD"
4356,"UCO"
4357,"LS"
4358,"MedStu"
4359,"MedStu"
4360,"RN"
4361,"MedStu"
4362,"MD"
4363,"StuRN"
4364,"MD,PhD"
4365,"MD"
4366,"MD"
4367,"MD"
4368,"MD"
4369,"MD"
4370,"RN"
4371,"MD"
4372,"RN"
4373,"RN"
4374,"RN"
4375,"RN"
4376,"RN"
4377,"RN"
4378,"RN"
4379,"RN"
4380,"RN"
4381,"RN"
4382,"RN"
4383,"RN"
4384,"RN"
4385,"RN"
4386,"RN"
4387,"RN"
4388,"RN"
4389,"RN"
4391,"StNurs"
4392,"RN"
4394,"RN"
4395,"RN"
4397,"RN"
4398,"MD"
4399,"RRT"
4401,"RN"
4402,"RN"
4404,"RN"
4405,"RN"
4407,"RN"
4408,"CoWker"
4410,"MD"
4411,"MD"
4412,"MD"
4414,"MD"
4415,"RRT"
4416,"ReschA"
4418,"RRT"
4419,"MD"
4420,"MD"
4422,"RN"
4423,"MD"
4424,"MedStu"
4426,"cowker"
4427,"RN"
4429,"MedStu"
4430,"RN"
4431,"CoWkr"
4433,"MD"
4434,"MD"
4436,"MD"
4437,"StNurs"
4439,"RRT"
4440,"RN"
4441,"MedSt"
4443,"MedSt"
4444,"SRT"
4446,"SRT"
4447,"UCO"
4449,"SRN"
4450,"RN"
4452,"MD"
4453,"MD"
4454,"MD"
4456,"MD"
4457,"CoWker"
4459,"SRN"
4460,"NA"
4461,"MD"
4463,"RN"
4464,"RN"
4466,"U A"
4467,"RN"
4469,"RN"
4470,"MedSt"
4471,"RN"
4473,"PA-C"
4474,"MD"
4475,"MD"
4477,"RN"
4478,"MD"
4480,"SRT"
4481,"SRT"
4483,"StResp"
4484,"SRT"
4485,"SRT"
4487,"Cowork"
4488,"CoWker"
4490,"RN"
4491,"CoWkr"
4493,"RN"
4494,"RN"
4495,"RN"
4497,"RRT"
4498,"RN"
4500,"MD"
4501,"StPh"
4502,"StPh"
4504,"MD"
4505,"NA"
4507,"PCT"
4508,"MD"
4509,"RN"
4511,"RN"
4512,"MD"
4514,"PA"
4515,"RN"
4516,"LICSW"
4517,"UCO"
4518,"MD"
4519,"MD"
4520,
4521,"AR"
4522,
4523,"RN"
4524,"RN"
4525,"RN"
4526,"RN"
4527,"RPh"
4528,"RN"
4529,"RNC"
4530,"RN"
4531,"RN"
4532,"MD"
4533,"RN"
4534,"RN"
4535,"RN"
4536,"RN"
4537,"RN"
4538,"MD"
4539,"RN"
4540,"UA"
4541,"RNC"
4542,"RN"
4543,"LICSW"
4544,"RN"
4545,"RRT"
4546,"RN"
4547,"RD Int"
4548,"MD"
4549,"RN"
4550,"RN"
4551,"RN"
4552,"RN"
4553,"RN"
4554,"RRT"
4555,"MD"
4556,"RPh"
4557,"RD"
4558,"RN"
4559,"RD,LDN"
4560,"RN"
4561,"RN"
4562,
4563,"RRT"
4564,"RNC"
4565,"RN"
4566,"RN"
4567,"RN"
4568,"RN"
4569,"RN"
4570,"MD"
4571,"NP"
4572,"RD Int"
4573,"MD"
4574,"RNC"
4575,"CoWker"
4576,"RN"
4577,"RN"
4578,"RRT"
4579,
4580,"RN"
4581,"RN"
4582,"RRT"
4583,"RN"
4584,"RN"
4585,"RN"
4586,"MD"
4587,"UCO"
4588,"RRT"
4589,"RN"
4590,"RN"
4591,"NP"
4592,"RN"
4593,"RN"
4594,"MD"
4595,"RN"
4596,"RN"
4597,"RN"
4599,"Admin"
4600,"OTR/L"
4602,"LICSW"
4604,"RN"
4605,"RN"
4606,"RRT"
4608,"NP"
4609,"RN"
4611,"RN"
4612,"MD"
4614,"RNC"
4615,"MD"
4617,"MD"
4618,"RRT"
4620,
4621,"RN"
4623,"RN"
4624,"RD"
4626,"MD"
4627,"NsgSt"
4629,"RN"
4630,"RD Int"
4632,"RN"
4633,"RN"
4634,"MD"
4636,"Admin"
4637,"RRT"
4639,"RN"
4640,"RN"
4641,"RN"
4643,"MD"
4644,"RN"
4645,"RN"
4647,"RN"
4648,"RN"
4650,"MD"
4651,"RD Int"
4653,"RN"
4654,"RD Int"
4656,"RN"
4657,"RN"
4659,"RN"
4660,"RN"
4662,"RN"
4663,"NNP"
4664,"RN"
4666,"RN"
4667,"SNP"
4669,
4670,"RN"
4672,"RN"
4673,"UC"
4675,"LICSW"
4676,"I.S."
4678,"NP"
4679,"NP"
4681,"RN"
4682,"RN"
4684,"RN"
4685,"RD Int"
4686,"SW Int"
4688,"RPh"
4689,"NP"
4691,"RN"
4692,"SNNP"
4694,"MD"
4695,"RN"
4696,"RN"
4698,"RD Int"
4699,"MS,RD"
4701,"LICSW"
4702,"PrADM"
4704,"RD"
4705,"RNC"
4706,"RRT"
4708,"UA"
4709,
4710,"RRT"
4712,"RN"
4713,"RN"
4715,"RN"
4716,"HMS IV"
4718,"RPh"
4719,"PCA"
4721,"RN"
4722,"RRT"
4723,"RRT"
4725,"RN"
4726,"RN"
4728,"RN"
4729,"RNC"
4730,"RD"
4731,"Co-Wkr"
4732,"MD"
4733,"SNP"
4734,"RN"
4735,"RN"
4736,"RRT"
4737,"RD"
4738,"RD"
4739,"RN"
4740,
4741,"nnp"
4742,"cda"
4743,
4744,"AR"
4745,
4746,"RN"
4747,"RN"
4748,"RN"
4749,"RN"
4750,"RPh"
4751,"RN"
4752,"RNC"
4753,"RN"
4754,"RN"
4755,"MD"
4756,"RN"
4757,"RN"
4758,"RN"
4759,"RN"
4760,"RN"
4761,"MD"
4762,"RN"
4763,"UA"
4764,"RNC"
4765,"RN"
4766,"LICSW"
4767,"RN"
4768,"RRT"
4769,"RN"
4770,"RD Int"
4771,"MD"
4772,"RN"
4773,"RN"
4774,"RN"
4775,"RN"
4776,"RN"
4777,"RRT"
4778,"MD"
4779,"RPh"
4780,"RD"
4781,"RN"
4782,"RD,LDN"
4783,"RN"
4784,"RN"
4785,
4786,"RNC"
4787,"RN"
4788,"RN"
4789,"RN"
4790,"RN"
4791,"RN"
4792,"MD"
4793,"NP"
4794,"RD Int"
4795,"MD"
4796,"RNC"
4797,"CoWker"
4798,"RN"
4799,"RN"
4800,"RRT"
4801,
4802,"RN"
4803,"RN"
4804,"RN"
4805,"RN"
4806,"RN"
4807,"MD"
4808,"UCO"
4809,"RRT"
4810,"RN"
4812,"NP"
4813,"RN"
4815,"MD"
4816,"RN"
4817,"RN"
4819,"RN"
4820,"Admin"
4822,"RN"
4823,"LICSW"
4825,"RN"
4826,"RN"
4827,"RRT"
4829,"NP"
4830,"RN"
4832,"RN"
4833,"MD"
4835,"MD"
4836,"RN"
4837,"MD"
4839,"RN"
4840,
4842,"RRT"
4843,"RN"
4845,"MD"
4846,"NsgSt"
4848,"RN"
4849,"RD Int"
4850,"RN"
4852,"RN"
4853,"MD"
4855,"Admin"
4856,"RRT"
4858,"RN"
4859,"RN"
4861,"RD Int"
4862,"MD"
4863,"RN"
4865,"RN"
4866,"RN"
4868,"RRT"
4869,"RD Int"
4870,"CoWker"
4872,"RD Int"
4873,"RD"
4875,"RN"
4876,"PT"
4878,"RN"
4879,"RN"
4881,"NNP"
4882,"RN"
4884,"RN"
4885,"RN"
4887,"RN"
4888,"UC"
4890,"LICSW"
4891,"I.S."
4893,"NP"
4894,"NP"
4896,"RN"
4897,"RN"
4899,"RD Int"
4900,"SW Int"
4901,"RN"
4903,"NP"
4904,"NP"
4906,"CoWker"
4907,"RN"
4908,"RN"
4910,"RD Int"
4911,"MS,RD"
4913,"LICSW"
4914,"PrADM"
4916,"RD"
4917,"RNC"
4918,"RRT"
4920,"UA"
4921,
4922,"RRT"
4924,"RN"
4925,"RN"
4927,"RN"
4928,"RD"
4930,"CoWker"
9749,"MD"
9752,"MD"
5204,"MD"
5205,"RN"
5206,"RN"
5207,"RN"
5208,"UCO"
5209,"RN"
5210,"RN"
5211,"RN"
5212,"RN"
5213,"MD"
5214,"MD"
5215,"MD"
5216,"MD"
5217,"MD"
5218,"RN"
5219,"RN"
5220,"RN"
5221,"UCO"
5222,"RN"
5223,"RN"
5224,"RN"
5225,"RN"
5226,"MD"
5227,"MD"
5228,"MD"
5229,"MD"
5230,"MD"
5231,"PCA"
5232,"MD"
5233,"MD"
5234,"PCA"
5235,"PCA"
5236,"PCA"
5237,"RN"
5238,"RN"
5239,"RN"
5240,"RRT"
5241,"RRT"
5243,"RN"
5244,"RN"
5246,"RN"
5247,"RN"
5249,"RRT"
5250,"RRT"
5252,"RN"
5253,"RN"
5254,"RN"
5256,"RN"
5257,"RN"
5259,"RN"
5260,"RN"
5261,"MD"
5263,"MD"
5264,"MD"
5266,"MD"
5267,"RRT"
5268,"RRT"
5270,"StuRN"
5271,"StuRN"
5273,"RN"
5274,"RN"
5275,"RN"
5277,"CoWkr"
5278,"CoWkr"
5280,"CoWkr"
5281,"CoWkr"
5282,"RN"
5284,"RN"
5285,"PCT"
5287,"PCT"
5288,"RN"
5290,"RN"
5291,"RN"
5292,"RN"
5294,"RN"
5295,"RN"
5296,"RN"
5298,"MD"
5299,"MD"
5301,"MD"
5302,"MD"
5304,"MD"
5305,"MD"
5306,"MD"
5308,"MD"
5309,"MD"
5311,"MD"
5312,"MD"
5314,"MD"
5315,"MD"
5316,"MD"
5318,"MD"
5319,"MD"
5321,"MD"
5322,"MD"
5324,"MD"
5325,"MD"
5326,"MD"
5328,"MD"
5329,"MD"
5331,"MD"
5332,"MD"
5334,"MD"
5335,"MD"
5337,"MD"
5338,"MD"
5339,"MD"
5341,"MD"
5342,"MD"
5344,"MD"
5345,"MD"
5347,"MD"
5348,"MD"
5350,"MD"
5351,"MD"
5352,"MD"
5354,"MD"
5355,"MD"
5357,"MD"
5358,"MD"
5360,"MD"
5361,"MD"
5362,"MD"
5364,"MD"
5365,"MD"
5367,"MD"
5368,"MD"
5369,"MD"
5370,"MD"
5371,"MD"
5372,"MD"
5373,"MD"
5374,"MD"
5375,"MD"
5376,"MD"
5377,"MD"
5378,"MD"
5379,"MD"
5380,"MD"
5381,"MD"
5382,"MD"
5383,"MD"
5384,"MD"
5385,"MD"
5386,"MD"
5604,"CoWkr"
5605,"RN"
5606,"RN"
5607,"RN"
5608,"MD"
5609,"MD"
5610,"MD"
5611,"RN"
5612,"RN"
5613,"MD"
5614,"MD"
5615,"MD"
5616,"MD"
5617,"MD"
5618,"MD"
5619,"MD"
5620,"MD"
5621,"MD"
5622,"MD"
5623,"MD"
5624,"MD"
5625,"MD"
5626,"MD"
5627,"MD"
5628,"MD"
5629,"MD"
5630,"MD"
5631,"MD"
5632,"MD"
5633,"MD"
5634,"MD"
5635,"MD"
5636,"MD"
5637,"MD"
5638,"MD"
5639,"MSIV"
5640,"MSIV"
5641,"MD"
5642,"MD"
5643,"MD"
5644,"RN"
5645,"RN"
5646,"RN"
5647,"RN"
5648,"RN"
5649,"RN"
5650,"MD"
5651,"MD"
5652,"MD"
5653,"MD"
5654,"MD"
5655,"MD"
5656,"MD"
5657,"MD"
5658,"MD"
5659,"MD"
5660,"MD"
5661,"MD"
5662,"MD"
5663,"MD"
5664,"MD"
5665,"RN"
5666,"RN"
5667,"RN"
5669,"MD"
5670,"MD"
5671,"StPHa"
5673,"StPHa"
5674,"StPHa"
5675,"StPHa"
5677,"StPHa"
5678,"StPHa"
5680,"MD"
5681,"MD"
5683,"MD"
5684,"MD"
5685,"MD"
5687,"MD"
5688,"MD"
5690,"PCT"
5691,"PCT"
5693,"RN"
5694,"RN"
5696,"MD"
5697,"MD"
5699,"MedSt"
5700,"MedSt"
5701,"RN"
5703,"RN"
5704,"MD"
5706,"MD"
5707,"MD"
5709,"MD"
5710,"RN"
5711,"RN"
5713,"RN"
5714,"RN"
5716,"MD"
5717,"MD"
5718,"MD"
5720,"MD"
5721,"MD"
5723,"DirHCQ"
5724,"DirHCQ"
5726,"RN"
5727,"RN"
5728,"MD"
5730,"MD"
5731,"MD"
5733,"MD"
5734,"RN"
5736,"RN"
5737,"MD"
5738,"MD"
5740,"MD"
5741,"MD"
5743,"MD"
5744,"MedSt"
5746,"MedSt"
5747,"MD"
5749,"MD"
5750,"HMS MS"
5752,"HMS MS"
5753,"MD"
5754,"MD"
5756,"MD"
5757,"MD"
5759,"MD"
5760,"MD"
5762,"Med. S"
5763,"DRM"
5765,"DRM"
5766,"RN"
5768,"RN"
5769,"MD"
5770,"MD"
5772,"RN"
5773,"RN"
5775,"MD"
5776,"MD"
5777,"MD"
5779,"Med St"
5780,"Med St"
5781,"MD"
5783,"MD"
5784,"MD"
5786,"MD"
5787,"RNC"
5788,"RNC"
5790,"MD"
5791,"RRT"
5793,"RRT"
5794,"MD"
5796,"MD"
5797,"RRT"
5799,"RPh"
5800,"RPh"
5801,"RPh"
5802,"RRT"
5803,"RRT"
5804,"RRT"
5805,"RN"
5806,"RN"
5807,"RN"
5808,"R.Ph"
5809,"R.Ph"
5810,"R.Ph"
5811,"Coord"
5812,"Coord"
5813,"Coord"
5814,"PA"
5815,"PA"
5816,"PA"
5817,"RPh"
5818,"RPh"
5819,"RRT"
5820,"RRT"
5821,"RRT"
5822,"RPh"
5823,"RPh"
5824,"RPh"
5825,"MD"
5826,"MD"
5827,"MD"
5828,"MD"
5829,"MD"
5830,"MD"
5831,"MD"
5832,"MD"
5833,"MD"
5834,"MD"
5835,"MD"
5836,"MD"
5837,"MD"
5838,"MD"
5839,"RPh"
5840,"RPh"
5841,"RPh"
5842,"RPh"
5843,"RPh"
5844,"RPh"
5845,"RRT"
5846,"RRT"
5847,"RPh"
5848,"RPh"
5849,"RPh"
5850,"MD"
5851,"MD"
5852,"MD"
5853,"MD"
5854,"MD"
5855,"MD"
5856,"RPh"
5857,"RPh"
5858,"PharmD"
5859,"PharmD"
5860,"RN"
5861,"RN"
5862,"RN"
5863,"CoWker"
5864,"CoWker"
5865,"CoWker"
5866,"RN"
5867,"RN"
5868,"RN"
5869,"CoWker"
5870,"CoWker"
5871,"CoWker"
5872,"RN"
5873,"RN"
5874,"RN"
5875,"PCT"
5876,"PCT"
5877,"PCT"
5878,"CoWker"
5879,"CoWker"
5880,"CoWker"
5881,"RN"
5882,"RN"
5884,"RN"
5885,"RN"
5887,"PCT"
5888,"PCT"
5890,"CoWker"
5891,"CoWker"
5892,"CoWker"
5894,"CoWker"
5895,"CoWker"
5896,"RN"
5898,"RN"
5899,"RN"
5901,"RN"
5902,"RN"
5904,"RN"
5905,"RN"
5907,"RN"
5908,"RN"
5909,"RN"
5911,"MD"
5912,"MD"
5914,"RN"
5915,"RN"
5916,"RN"
5918,"RN"
5919,"RN"
5921,"RN"
5922,"RN"
5924,"RN"
5925,"RN"
5927,"MD"
5928,"MD"
5929,"MD"
5931,"MD"
5932,"RN"
5933,"RN"
5935,"CoWker"
5936,"CoWker"
5938,"MD"
5939,"MD"
5941,"CoWker"
5942,"CoWker"
5944,"MD"
5945,"MD"
5946,"MD"
5948,"RN"
5949,"RN"
5951,"MD"
5952,"MD"
5953,"UCO"
5955,"UCO"
5956,"RN"
5958,"RN"
5959,"RN"
5960,"RN"
5962,"RN"
5963,"RN"
5965,"RN"
5966,"RN"
5968,"MD"
5969,"MD"
5970,"MD"
5972,"Co-wkr"
5973,"Co-wkr"
5974,"RN"
5976,"RN"
5977,"CoWker"
5979,"CoWker"
5980,"UCO"
5981,"UCO"
5983,"UCO"
5984,"UCO"
5986,"MD"
5987,"MD"
5988,"MD"
5990,"MD"
5991,"MD"
5993,"MD"
5994,"Co-Wor"
5996,"Co-Wor"
5997,"RN"
