ITEMID,CODE,TYPE,CATEGORY,LABEL,DESCRIPTION
60410,"255 ","HFCA_DRG",,,"UPPER LIMB & TOE AMPUTATION FOR CIRC SYS"
60411,"256 ","HFCA_DRG",,,"OTHER MUSCULOSKELETAL SYSTEM & CONNECTIV"
60412,"257 ","HFCA_DRG",,,"TOTAL MASTECTOMY FOR MALIGNANCY WITH CC "
60413,"258 ","HFCA_DRG",,,"CARDIAC PACEMAKER DEVICE REPLACEMENT W M"
60414,"258 ","HFCA_DRG",,,"TOTAL MASTECTOMY FOR MALIGNANCY W/O CC  "
60415,"259 ","HFCA_DRG",,,"CARDIAC PACEMAKER DEVICE REPLACEMENT W/O"
60416,"260 ","HFCA_DRG",,,"CARDIAC PACEMAKER REVISION EXCEPT DEVICE"
60417,"261 ","HFCA_DRG",,,"BREAST PROC FOR NON-MALIGNANCY EXCEPT BI"
60418,"261 ","HFCA_DRG",,,"CARDIAC PACEMAKER REVISION EXCEPT DEVICE"
60419,"262 ","HFCA_DRG",,,"BREAST BIOPSY & LOCAL EXCISION FOR NON-M"
60420,"263 ","HFCA_DRG",,,"SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR "
60421,"264 ","HFCA_DRG",,,"OTHER CIRCULATORY SYSTEM O.R. PROCEDURES"
60422,"265 ","HFCA_DRG",,,"AICD LEAD PROCEDURES                    "
60423,"265 ","HFCA_DRG",,,"SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN U"
60424,"266 ","HFCA_DRG",,,"SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN U"
60425,"268 ","HFCA_DRG",,,"SKIN, SUBCUTANEOUS TISSUE & BREAST PLAST"
60426,"269 ","HFCA_DRG",,,"OTHER SKIN, SUBCUT TISS & BREAST PROC WI"
60427,"270 ","HFCA_DRG",,,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/"
60428,"271 ","HFCA_DRG",,,"SKIN ULCERS                             "
60429,"272 ","HFCA_DRG",,,"MAJOR SKIN DISORDERS WITH CC            "
60430,"277 ","HFCA_DRG",,,"CELLULITIS AGE >17 WITH CC              "
60431,"278 ","HFCA_DRG",,,"CELLULITIS AGE >17 W/O CC               "
60432,"280 ","HFCA_DRG",,,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED "
60433,"280 ","HFCA_DRG",,,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60434,"281 ","HFCA_DRG",,,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED "
60435,"281 ","HFCA_DRG",,,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60436,"282 ","HFCA_DRG",,,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED "
60437,"282 ","HFCA_DRG",,,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60438,"283 ","HFCA_DRG",,,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W M"
60439,"283 ","HFCA_DRG",,,"MINOR SKIN DISORDERS WITH CC            "
60440,"284 ","HFCA_DRG",,,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W C"
60441,"284 ","HFCA_DRG",,,"MINOR SKIN DISORDERS W/O CC             "
60442,"285 ","HFCA_DRG",,,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTR"
60443,"286 ","HFCA_DRG",,,"ADRENAL & PITUITARY PROCEDURES          "
60444,"286 ","HFCA_DRG",,,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60445,"287 ","HFCA_DRG",,,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60446,"287 ","HFCA_DRG",,,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NU"
60447,"288 ","HFCA_DRG",,,"ACUTE & SUBACUTE ENDOCARDITIS W MCC     "
60448,"288 ","HFCA_DRG",,,"O.R. PROCEDURES FOR OBESITY             "
60449,"289 ","HFCA_DRG",,,"PARATHYROID PROCEDURES                  "
60450,"290 ","HFCA_DRG",,,"THYROID PROCEDURES                      "
60451,"291 ","HFCA_DRG",,,"HEART FAILURE & SHOCK W MCC             "
60452,"292 ","HFCA_DRG",,,"HEART FAILURE & SHOCK W CC              "
60453,"292 ","HFCA_DRG",,,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PRO"
60454,"293 ","HFCA_DRG",,,"HEART FAILURE & SHOCK W/O CC/MCC        "
60455,"293 ","HFCA_DRG",,,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PRO"
60456,"294 ","HFCA_DRG",,,"DEEP VEIN THROMBOPHLEBITIS W CC/MCC     "
60457,"294 ","HFCA_DRG",,,"DIABETES AGE >35                        "
60458,"295 ","HFCA_DRG",,,"DIABETES AGE 0-35                       "
60459,"296 ","HFCA_DRG",,,"CARDIAC ARREST, UNEXPLAINED W MCC       "
60460,"296 ","HFCA_DRG",,,"NUTRITIONAL & MISC METABOLIC DISORDERS A"
60461,"297 ","HFCA_DRG",,,"CARDIAC ARREST, UNEXPLAINED W CC        "
60462,"297 ","HFCA_DRG",,,"NUTRITIONAL & MISC METABOLIC DISORDERS A"
60463,"299 ","HFCA_DRG",,,"INBORN ERRORS OF METABOLISM             "
60464,"299 ","HFCA_DRG",,,"PERIPHERAL VASCULAR DISORDERS W MCC     "
60465,"300 ","HFCA_DRG",,,"ENDOCRINE DISORDERS WITH CC             "
60466,"300 ","HFCA_DRG",,,"PERIPHERAL VASCULAR DISORDERS W CC      "
60467,"301 ","HFCA_DRG",,,"ENDOCRINE DISORDERS W/O CC              "
60468,"301 ","HFCA_DRG",,,"PERIPHERAL VASCULAR DISORDERS W/O CC/MCC"
60469,"302 ","HFCA_DRG",,,"KIDNEY TRANSPLANT                       "
60470,"303 ","HFCA_DRG",,,"ATHEROSCLEROSIS W/O MCC                 "
60471,"303 ","HFCA_DRG",,,"KIDNEY,URETER & MAJOR BLADDER PROCEDURES"
60472,"304 ","HFCA_DRG",,,"HYPERTENSION W MCC                      "
60473,"304 ","HFCA_DRG",,,"KIDNEY,URETER & MAJOR BLADDER PROC FOR N"
60474,"305 ","HFCA_DRG",,,"HYPERTENSION W/O MCC                    "
60475,"306 ","HFCA_DRG",,,"CARDIAC CONGENITAL & VALVULAR DISORDERS "
60476,"306 ","HFCA_DRG",,,"PROSTATECTOMY WITH CC                   "
60477,"307 ","HFCA_DRG",,,"CARDIAC CONGENITAL & VALVULAR DISORDERS "
60478,"308 ","HFCA_DRG",,,"CARDIAC ARRHYTHMIA & CONDUCTION DISORDER"
60479,"308 ","HFCA_DRG",,,"MINOR BLADDER PROCEDURES WITH CC        "
60480,"309 ","HFCA_DRG",,,"CARDIAC ARRHYTHMIA & CONDUCTION DISORDER"
60481,"310 ","HFCA_DRG",,,"CARDIAC ARRHYTHMIA & CONDUCTION DISORDER"
60482,"310 ","HFCA_DRG",,,"TRANSURETHRAL PROCEDURES WITH CC        "
60483,"311 ","HFCA_DRG",,,"TRANSURETHRAL PROCEDURES W/O CC         "
60484,"312 ","HFCA_DRG",,,"SYNCOPE & COLLAPSE                      "
60485,"313 ","HFCA_DRG",,,"CHEST PAIN                              "
60486,"314 ","HFCA_DRG",,,"OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC"
60487,"315 ","HFCA_DRG",,,"OTHER CIRCULATORY SYSTEM DIAGNOSES W CC "
60488,"315 ","HFCA_DRG",,,"OTHER KIDNEY & URINARY TRACT O.R. PROCED"
60489,"316 ","HFCA_DRG",,,"OTHER CIRCULATORY SYSTEM DIAGNOSES W/O C"
60490,"316 ","HFCA_DRG",,,"RENAL FAILURE                           "
60491,"317 ","HFCA_DRG",,,"ADMIT FOR RENAL DIALYSIS                "
60492,"318 ","HFCA_DRG",,,"KIDNEY & URINARY TRACT NEOPLASMS WITH CC"
60493,"320 ","HFCA_DRG",,,"KIDNEY & URINARY TRACT INFECTIONS AGE >1"
60494,"321 ","HFCA_DRG",,,"KIDNEY & URINARY TRACT INFECTIONS AGE >1"
60495,"323 ","HFCA_DRG",,,"URINARY STONES WITH CC, &/OR ESW LITHOTR"
60496,"325 ","HFCA_DRG",,,"KIDNEY & URINARY TRACT SIGNS & SYMPTOMS "
100847,"4995 ","PROCEDURE",,,"CONTROL ANAL HEMORRHAGE  "
100848,"500  ","PROCEDURE",,,"HEPATOTOMY               "
100849,"5011 ","PROCEDURE",,,"LIVER BIOPSY - CLOSED    "
100850,"5012 ","PROCEDURE",,,"LIVER BIOPSY - OPEN      "
100851,"5013 ","PROCEDURE",,,"TRANSJUGULAR LIVER BIOPS "
100852,"5014 ","PROCEDURE",,,"LAPAROSCOPIC LIVER BIOPS "
100853,"5019 ","PROCEDURE",,,"HEPATIC DX PROC NEC      "
100854,"5022 ","PROCEDURE",,,"PARTIAL HEPATECTOMY      "
100855,"5023 ","PROCEDURE",,,"OPEN ABLATION LIVER LESI "
100856,"5024 ","PROCEDURE",,,"PERCUTANEOUS ABLATION LI "
100857,"5029 ","PROCEDURE",,,"DESTRUC HEPATIC LES NEC  "
100858,"503  ","PROCEDURE",,,"HEPATIC LOBECTOMY        "
100859,"504  ","PROCEDURE",,,"TOTAL HEPATECTOMY        "
100860,"5051 ","PROCEDURE",,,"AUXILIARY LIVER TRANSPL  "
100861,"5059 ","PROCEDURE",,,"LIVER TRANSPLANT NEC     "
100862,"5061 ","PROCEDURE",,,"CLOSURE LIVER LACERAT    "
100863,"5069 ","PROCEDURE",,,"LIVER REPAIR NEC         "
100864,"5091 ","PROCEDURE",,,"PERCUTAN LIVER ASPIRAT   "
100865,"5094 ","PROCEDURE",,,"HEPATIC INJECTION NEC    "
100866,"5101 ","PROCEDURE",,,"PERCUTAN ASPIRATION GB   "
100867,"5102 ","PROCEDURE",,,"TROCAR CHOLECYSTOSTOMY   "
100868,"5103 ","PROCEDURE",,,"CHOLECYSTOSTOMY NEC      "
100869,"5104 ","PROCEDURE",,,"CHOLECYSTOTOMY NEC       "
100870,"5110 ","PROCEDURE",,,"ENDOS RETRO CHOLANGIOPAN "
100871,"5111 ","PROCEDURE",,,"BILIARY TRACT ENDOSCOPY  "
100872,"5112 ","PROCEDURE",,,"GALLBLDDER/BILE DUCT BX- "
100873,"5113 ","PROCEDURE",,,"GALLBLADDER/BILE DUCT BX "
100874,"5114 ","PROCEDURE",,,"OTH CLO BX BIL DUCT/SPIN "
100875,"5121 ","PROCEDURE",,,"PARTIAL CHOLECYSTECTOMY  "
100876,"5122 ","PROCEDURE",,,"TOTAL CHOLECYSTECTOMY    "
100877,"5123 ","PROCEDURE",,,"LAPAROSCOPIC CHOLESCYSTE "
100878,"5124 ","PROCEDURE",,,"PARTIAL LAP CHOLECYSTEC  "
100879,"5132 ","PROCEDURE",,,"GB-TO-INTESTINE ANASTOM  "
100880,"5136 ","PROCEDURE",,,"CHOLEDOCHOENTEROSTOMY    "
100881,"5137 ","PROCEDURE",,,"HEPATIC DUCT-GI ANASTOM  "
100882,"5141 ","PROCEDURE",,,"CDE FOR CALCULUS REMOV   "
100883,"5143 ","PROCEDURE",,,"CHOLEDOCHOHEPAT INTUBAT  "
100884,"5151 ","PROCEDURE",,,"COMMON DUCT EXPLORATION  "
100885,"5159 ","PROCEDURE",,,"BILE DUCT INCISION NEC   "
100886,"5162 ","PROCEDURE",,,"EXCIS AMPULLA OF VATER   "
100442,"3562 ","PROCEDURE",,,"GRAFT REPAIR VENTRIC DEF "
100443,"3570 ","PROCEDURE",,,"HEART SEPTA REPAIR NOS   "
100444,"3571 ","PROCEDURE",,,"ATRIA SEPTA DEF REP NEC  "
100445,"3572 ","PROCEDURE",,,"VENTR SEPTA DEF REP NEC  "
100446,"3582 ","PROCEDURE",,,"TOTAL REPAIR OF TAPVC    "
100447,"3591 ","PROCEDURE",,,"INTERAT VEN RETRN TRANSP "
100448,"3593 ","PROCEDURE",,,"CONDUIT LEFT VENTR-AORTA "
100449,"3595 ","PROCEDURE",,,"HEART REPAIR REVISION    "
100450,"3596 ","PROCEDURE",,,"PERCUTANEOUS VALVULOPLAS "
100451,"3598 ","PROCEDURE",,,"OTHER HEART SEPTA OPS    "
100452,"3599 ","PROCEDURE",,,"OTHER HEART VALVE OPS    "
100453,"3601 ","PROCEDURE",,,"PTCA W/O THROMBOLYTIC AG "
100454,"3602 ","PROCEDURE",,,"PTCA W/ THROMBOLYTIC AGE "
100455,"3603 ","PROCEDURE",,,"OPEN CHEST COR ART ANGIO "
100456,"3604 ","PROCEDURE",,,"INTRACOR ART THROMBOLYT  "
100457,"3605 ","PROCEDURE",,,"PTCA-MULTIPLE VESSEL     "
100458,"3606 ","PROCEDURE",,,"INSERT CORON ARTER STENT "
100459,"3607 ","PROCEDURE",,,"INSERT DRUG-ELUT CORONA  "
100460,"3609 ","PROCEDURE",,,"OTH SPEC REM COR ART OBS "
100461,"3611 ","PROCEDURE",,,"(AORTO)CORONARY BYPASS O "
100462,"3612 ","PROCEDURE",,,"(AORTO)CORONARY BYPASS T "
100463,"3613 ","PROCEDURE",,,"(AORTO)CORONARY BYPASS T "
100464,"3614 ","PROCEDURE",,,"(AORTO)CORONARY BYPASS F "
100465,"3615 ","PROCEDURE",,,"1 INT MAM-COR ART BYPASS "
100466,"3616 ","PROCEDURE",,,"2 INT MAM-COR ART BYPASS "
100467,"3617 ","PROCEDURE",,,"ABD-COR ARTERY BYPASS    "
100468,"3619 ","PROCEDURE",,,"HRT REVAS BYPS ANAS NEC  "
100469,"3631 ","PROCEDURE",,,"OP CHST TRNSMYOCAR REVAS "
100470,"3691 ","PROCEDURE",,,"CORON VESS ANEURYSM REP  "
100471,"3699 ","PROCEDURE",,,"HEART VESSEL OP NEC      "
100472,"370  ","PROCEDURE",,,"PERICARDIOCENTESIS       "
100473,"3710 ","PROCEDURE",,,"INCISION OF HEART NOS    "
100474,"3711 ","PROCEDURE",,,"CARDIOTOMY               "
100475,"3712 ","PROCEDURE",,,"PERICARDIOTOMY           "
100476,"3720 ","PROCEDURE",,,"NONINVASIVE PROGRAMMED E "
60100,"065 ","HFCA_DRG",,,"DYSEQUILIBRIUM                          "
60101,"065 ","HFCA_DRG",,,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFA"
60102,"066 ","HFCA_DRG",,,"EPISTAXIS                               "
60103,"066 ","HFCA_DRG",,,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFA"
60104,"067 ","HFCA_DRG",,,"EPIGLOTTITIS                            "
60105,"068 ","HFCA_DRG",,,"NONSPECIFIC CVA & PRECEREBRAL OCCLUSION "
60106,"068 ","HFCA_DRG",,,"OTITIS MEDIA & URI AGE <17 WITH CC      "
60107,"068 ","HFCA_DRG",,,"OTITIS MEDIA & URI AGE >17 WITH CC      "
60108,"069 ","HFCA_DRG",,,"OTITIS MEDIA & URI AGE >17 W/O CC       "
60109,"069 ","HFCA_DRG",,,"TRANSIENT ISCHEMIA                      "
60110,"070 ","HFCA_DRG",,,"NONSPECIFIC CEREBROVASCULAR DISORDERS W "
60111,"070 ","HFCA_DRG",,,"OTITIS MEDIA & URI AGE 0-17             "
60112,"071 ","HFCA_DRG",,,"NONSPECIFIC CEREBROVASCULAR DISORDERS W "
60113,"072 ","HFCA_DRG",,,"NASAL TRAUMA & DEFORMITY                "
60114,"072 ","HFCA_DRG",,,"NONSPECIFIC CEREBROVASCULAR DISORDERS W/"
60115,"073 ","HFCA_DRG",,,"CRANIAL & PERIPHERAL NERVE DISORDERS W M"
60116,"073 ","HFCA_DRG",,,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60117,"073 ","HFCA_DRG",,,"OTHER EAR, NOSE,MOUTH & THROAT DIAGNOSES"
60118,"074 ","HFCA_DRG",,,"CRANIAL & PERIPHERAL NERVE DISORDERS W/O"
60119,"075 ","HFCA_DRG",,,"MAJOR CHEST PROCEDURES                  "
60120,"075 ","HFCA_DRG",,,"VIRAL MENINGITIS W CC/MCC               "
60121,"076 ","HFCA_DRG",,,"OTHER RESP SYSTEM O.R. PROCEDURES W CC  "
60122,"076 ","HFCA_DRG",,,"VIRAL MENINGITIS W/O CC/MCC             "
60123,"077 ","HFCA_DRG",,,"HYPERTENSIVE ENCEPHALOPATHY W MCC       "
60124,"077 ","HFCA_DRG",,,"OTHER RESP SYSTEM O.R. PROCEDURES W/O CC"
60125,"078 ","HFCA_DRG",,,"HYPERTENSIVE ENCEPHALOPATHY W CC        "
60126,"078 ","HFCA_DRG",,,"PULMONARY EMBOLISM                      "
60127,"079 ","HFCA_DRG",,,"HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC  "
60128,"079 ","HFCA_DRG",,,"RESPIRATORY INFECTIONS & INFLAMMATIONS A"
60129,"080 ","HFCA_DRG",,,"NONTRAUMATIC STUPOR & COMA W MCC        "
60130,"080 ","HFCA_DRG",,,"RESPIRATORY INFECTIONS & INFLAMMATIONS A"
60131,"081 ","HFCA_DRG",,,"NONTRAUMATIC STUPOR & COMA W/O MCC      "
60132,"082 ","HFCA_DRG",,,"RESPIRATORY NEOPLASMS                   "
60133,"082 ","HFCA_DRG",,,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MC"
60134,"083 ","HFCA_DRG",,,"MAJOR CHEST TRAUMA WITH CC              "
60135,"083 ","HFCA_DRG",,,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC"
60136,"084 ","HFCA_DRG",,,"MAJOR CHEST TRAUMA W/O CC               "
60137,"084 ","HFCA_DRG",,,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O "
60138,"085 ","HFCA_DRG",,,"PLEURAL EFFUSION W CC                   "
60139,"085 ","HFCA_DRG",,,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MC"
60140,"086 ","HFCA_DRG",,,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC"
60141,"087 ","HFCA_DRG",,,"PULMONARY EDEMA & RESPIRATORY FAILURE   "
60142,"087 ","HFCA_DRG",,,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O "
60143,"088 ","HFCA_DRG",,,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE   "
60144,"089 ","HFCA_DRG",,,"SIMPLE PNEUMONIA & PLEURISY AGE >17 WITH"
60145,"090 ","HFCA_DRG",,,"CONCUSSION W/O CC/MCC                   "
60146,"090 ","HFCA_DRG",,,"SIMPLE PNEUMONIA & PLEURISY AGE >17 W/O "
60147,"091 ","HFCA_DRG",,,"OTHER DISORDERS OF NERVOUS SYSTEM W MCC "
60148,"091 ","HFCA_DRG",,,"SIMPLE PNEUMONIA & PLEURISY AGE 0-17    "
60149,"092 ","HFCA_DRG",,,"INTERSTITIAL LUNG DISEASE WITH CC       "
60150,"092 ","HFCA_DRG",,,"OTHER DISORDERS OF NERVOUS SYSTEM W CC  "
60151,"093 ","HFCA_DRG",,,"OTHER DISORDERS OF NERVOUS SYSTEM W/O CC"
60152,"094 ","HFCA_DRG",,,"BACTERIAL & TUBERCULOUS INFECTIONS OF NE"
60153,"094 ","HFCA_DRG",,,"PNEUMOTHORAX WITH CC                    "
60154,"095 ","HFCA_DRG",,,"BACTERIAL & TUBERCULOUS INFECTIONS OF NE"
60155,"095 ","HFCA_DRG",,,"PNEUMOTHORAX W/O CC                     "
60156,"096 ","HFCA_DRG",,,"BACTERIAL & TUBERCULOUS INFECTIONS OF NE"
60157,"096 ","HFCA_DRG",,,"BRONCHITIS & ASTHMA AGE >17 WITH CC     "
60158,"097 ","HFCA_DRG",,,"BRONCHITIS & ASTHMA AGE >17 W/O CC      "
60159,"097 ","HFCA_DRG",,,"NON-BACTERIAL INFECT OF NERVOUS SYS EXC "
60160,"098 ","HFCA_DRG",,,"NON-BACTERIAL INFECT OF NERVOUS SYS EXC "
60161,"099 ","HFCA_DRG",,,"RESPIRATORY SIGNS & SYMPTOMS WITH CC    "
60162,"100 ","HFCA_DRG",,,"RESPIRATORY SIGNS & SYMPTOMS W/O CC     "
60163,"100 ","HFCA_DRG",,,"SEIZURES W MCC                          "
60164,"101 ","HFCA_DRG",,,"OTHER RESPIRATORY SYSTEM DIAGNOSES WITH "
60165,"101 ","HFCA_DRG",,,"SEIZURES W/O MCC                        "
60166,"102 ","HFCA_DRG",,,"HEADACHES W MCC                         "
60167,"102 ","HFCA_DRG",,,"OTHER RESPIRATORY SYSTEM DIAGNOSES W/O C"
60168,"103 ","HFCA_DRG",,,"HEADACHES W/O MCC                       "
60169,"103 ","HFCA_DRG",,,"HEART TRANSPLANT                        "
60170,"104 ","HFCA_DRG",,,"CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC"
60171,"104 ","HFCA_DRG",,,"CARDIAC VALVE PROCEDURE W PUMP & W CARDI"
60172,"105 ","HFCA_DRG",,,"CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC"
60173,"105 ","HFCA_DRG",,,"CARDIAC VALVE PROCEDURE W PUMP & W/O CAR"
60174,"106 ","HFCA_DRG",,,"CORONARY BYPASS WITH PTCA               "
60175,"107 ","HFCA_DRG",,,"CORONARY BYPASS W CARDIAC CATH          "
60176,"108 ","HFCA_DRG",,,"OTHER CARDIOTHORACIC OR VASCULAR PROCEDU"
60177,"108 ","HFCA_DRG",,,"OTHER CARDIOTHORACIC PROCEDURES         "
60178,"109 ","HFCA_DRG",,," CORONARY BYPASS W/O CARDIAC CATH       "
60179,"109 ","HFCA_DRG",,," CORONARY BYPASS W/O PTCA OR CARDIAC CAT"
60180,"109 ","HFCA_DRG",,,"CORONARY BYPASS W/O PTCA OR CARDIAC CATH"
60181,"110 ","HFCA_DRG",,,"MAJOR CARDIOVASCULAR PROCEDURES W CC    "
60182,"111 ","HFCA_DRG",,,"MAJOR CARDIOVASCULAR PROCEDURES W/O CC  "
60183,"112 ","HFCA_DRG",,,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES  "
60184,"113 ","HFCA_DRG",,,"AMPUTATION FOR CIRC SYSTEM DISORDERS EXC"
60185,"113 ","HFCA_DRG",,,"ORBITAL PROCEDURES W CC/MCC             "
60186,"114 ","HFCA_DRG",,,"UPPER LIMB & TOE AMPUTATION FOR CIRC SYS"
60187,"115 ","HFCA_DRG",,,"EXTRAOCULAR PROCEDURES EXCEPT ORBIT     "
60188,"115 ","HFCA_DRG",,,"PERM CARDIAC PACEMAKER IMPLANT W AMI, HE"
60189,"116 ","HFCA_DRG",,,"OTH PERM CARDIAC PACEMAKER IMPLANT      "
60190,"116 ","HFCA_DRG",,,"OTH PERM CARDIAC PACEMAKER IMPLANT OR PT"
60191,"117 ","HFCA_DRG",,,"CARDIAC PACEMAKER REVISION EXCEPT DEVICE"
60192,"118 ","HFCA_DRG",,,"CARDIAC PACEMAKER DEVICE REPLACEMENT    "
60193,"119 ","HFCA_DRG",,,"VEIN LIGATION & STRIPPING               "
60194,"120 ","HFCA_DRG",,,"OTHER CIRCULATORY SYSTEM O.R. PROCEDURES"
60195,"121 ","HFCA_DRG",,,"CIRCULATORY DISORDERS W AMI & C.V. COMP "
60196,"121 ","HFCA_DRG",,,"CIRCULATORY DISORDERS W AMI & MAJOR COMP"
60197,"122 ","HFCA_DRG",,,"CIRCULATORY DISORDERS W AMI W/O C.V. COM"
60198,"122 ","HFCA_DRG",,,"CIRCULATORY DISORDERS W AMI W/O MAJOR CO"
100477,"3721 ","PROCEDURE",,,"RT HEART CARDIAC CATH    "
100478,"3722 ","PROCEDURE",,,"LEFT HEART CARDIAC CATH  "
100479,"3723 ","PROCEDURE",,,"RT/LEFT HEART CARD CATH  "
100480,"3724 ","PROCEDURE",,,"PERICARDIAL BIOPSY       "
100481,"3725 ","PROCEDURE",,,"CARDIAC BIOPSY           "
100482,"3726 ","PROCEDURE",,,"CATHETER BASED INVASIVE  "
100483,"3727 ","PROCEDURE",,,"CARDIAC MAPPING          "
100484,"3728 ","PROCEDURE",,,"INTRACARDIAC ECHOCARDIOG "
100485,"3729 ","PROCEDURE",,,"HRT/PERICAR DX PROC NEC  "
100486,"3731 ","PROCEDURE",,,"PERICARDIECTOMY          "
100487,"3732 ","PROCEDURE",,,"HEART ANEURYSM EXCISION  "
100488,"3733 ","PROCEDURE",,,"EXCISION OR DESTRUCT OTH "
100489,"3734 ","PROCEDURE",,,"EXCISION OR DESTRUCT OTH "
100490,"3736 ","PROCEDURE",,,"EXCISION OR DESTRUCTION  "
100491,"374  ","PROCEDURE",,,"HEART & PERICARD REPAIR  "
100492,"3749 ","PROCEDURE",,,"OTH REPAIR HEART AND PER "
100493,"3761 ","PROCEDURE",,,"PULSATION BALLOON IMPLAN "
100494,"3762 ","PROCEDURE",,,"INSERTION OF TEMPORARY N "
100495,"3763 ","PROCEDURE",,,"REPAIR HEART ASSIST SYST "
100496,"3764 ","PROCEDURE",,,"REMOVAL OF EXTERNAL HEAR "
100497,"3765 ","PROCEDURE",,,"IMPLANT OF SINGLE VENTRI "
100498,"3766 ","PROCEDURE",,,"INSERT IMPLANTABLE HEART "
100499,"3768 ","PROCEDURE",,,"INSERTION OF PERCUTANEOU "
100500,"3771 ","PROCEDURE",,,"INSERT TRANSVEN LEAD-VEN "
100501,"3772 ","PROCEDURE",,,"INS TRANSVEN LEAD-ATRIUM "
100502,"3773 ","PROCEDURE",,,"INSERT TRANSVEN LEAD-ATR "
100503,"3774 ","PROCEDURE",,,"INSERT/REPLACE EPICARDIA "
100504,"3775 ","PROCEDURE",,,"REVISION OF LEAD         "
100505,"3776 ","PROCEDURE",,,"REPLACE TRANSVEN ATR/VEN "
100506,"3777 ","PROCEDURE",,,"REMOVAL LEAD W/O REPLACE "
100507,"3778 ","PROCEDURE",,,"INSER TEMP TRANSVEN PACE "
100508,"3779 ","PROCEDURE",,,"REVISION OR RELOCATION O "
100509,"3781 ","PROCEDURE",,,"INSERT SINGLE-CHAMBER DE "
100510,"3782 ","PROCEDURE",,,"INS SINGLE CHAM DEV-RATE "
100511,"3783 ","PROCEDURE",,,"INSERT DUAL-CHAMBER DEVI "
100512,"3785 ","PROCEDURE",,,"DEVICE REPLACEMENT SINGL "
100513,"3786 ","PROCEDURE",,,"REPLACE SING CHAM DEV/RA "
100514,"3787 ","PROCEDURE",,,"REPLACE PACEMAKER W/ DUA "
100515,"3789 ","PROCEDURE",,,"REVISION/REMOVAL PACEMAK "
100516,"3790 ","PROCEDURE",,,"INSERTION OF LEFT ATRIAL "
100517,"3791 ","PROCEDURE",,,"OPN CHEST CARDIAC MASSAG "
100518,"3792 ","PROCEDURE",,,"INJECTION INTO HEART     "
100519,"3794 ","PROCEDURE",,,"IMPL/REPL CARDIOVERT/DEF "
100520,"3795 ","PROCEDURE",,,"IMPL DEFIBRILLATOR LEADS "
100521,"3796 ","PROCEDURE",,,"IMPL DEFIB PULSE GENERAT "
100522,"3797 ","PROCEDURE",,,"REPL DEFIBRILLATOR LEADS "
100523,"3798 ","PROCEDURE",,,"REPL DEFIB PULSE GENERAT "
100524,"3799 ","PROCEDURE",,,"OTHER HEART/PERICARD OPS "
100525,"3802 ","PROCEDURE",,,"HEAD/NECK VES INCIS NEC  "
100526,"3803 ","PROCEDURE",,,"UPPER LIMB VESSEL INCIS  "
100527,"3804 ","PROCEDURE",,,"INCISION OF AORTA        "
100528,"3805 ","PROCEDURE",,,"THORACIC VESSEL INC NEC  "
100529,"3806 ","PROCEDURE",,,"ABDOMEN ARTERY INCISION  "
100530,"3807 ","PROCEDURE",,,"ABDOMINAL VEIN INCISION  "
100531,"3808 ","PROCEDURE",,,"LOWER LIMB ARTERY INCIS  "
100532,"3809 ","PROCEDURE",,,"LOWER LIMB VEIN INCISION "
100533,"3812 ","PROCEDURE",,,"HEAD & NECK ENDARTER NEC "
100534,"3814 ","PROCEDURE",,,"ENDARTERECTOMY OF AORTA  "
100535,"3815 ","PROCEDURE",,,"THORACIC ENDARTERECTOMY  "
