ITEMID,LABEL,CATEGORY
3069,"TPN 2294.0ml","IV Infusions"
3070,"Ca++ Gluconate","Free Form Intake"
3072,".9% Normal Saline 250.0ml + 20mcgkgmin Neosynephrine-k","IV Drips"
3073,"NaPO4","Free Form Intake"
3074,"er ngt output",
3076,"h2o flush q 8hr","Free Form Intake"
3077,"L. GROIN",
3078,"D5W 1000.0ml + 100gmhr Alcohol 10%","IV Drips"
3079,"TPN 1380.0ml","Tube Feeding"
3080,"NS w/30mmol NaPhos","Free Form Intake"
3082,"HCl","Free Form Intake"
3084,"D5W 250.0ml + 250mcgkgmin Nitroglycerine-k","IV Infusions"
3086,"Nicardipine gtt","Free Form Intake"
3087,"3/4 RESPALOR","Free Form Intake"
3089,"ns w/ 40 meq kcl","Free Form Intake"
3090,"NICADRDIPINE","Free Form Intake"
3092,"INTAKE ED","Free Form Intake"
3093,"URINE ED",
3094,".9% Normal Saline 250.0ml + 8mcgkgmin Epinephrine-k","IV Infusions"
3096,"D5W 50.0ml + 50mghr Ativan","IV Drips"
3097,"vicu intake","Free Form Intake"
3098,"hemodialysis crystal","Free Form Intake"
3099,"D5/.45NS 1888.0ml","IV Infusions"
3101,"pca dilodid .25/cc","Free Form Intake"
3102,"D5W 100.0ml + 500mghr Lasix","IV Infusions"
3104,"Nepro 30.0str","Tube Feeding"
3105,"D5NS 20.0ml","IV Infusions"
3107,"intake from floor","Free Form Intake"
3108,"contrast via ng","Free Form Intake"
3110,"Nasogastric",
3111,"D5W 100.0ml + 400mcgkgmin Cisatracurium + 400mgkghr Cisatracurium","IV Drips"
3113,"SOIDUM PHOSPHATE","Free Form Intake"
3114,"Left pleural CT #2",
3116,".9% Normal Saline 150.0ml + 600mcgkghr Precedex","IV Drips"
3118,"probalance tf","Free Form Intake"
3119,"peg tube",
3120,".9% Normal Saline 250.0ml + 50mcgkgmin Nicardipine","IV Infusions"
3121,"emergency rm intake","Free Form Intake"
3122,"rectal irrigation","Free Form Intake"
3124,"TPN 1847.0ml","IV Infusions"
3126,"d5w/40 gm ca gluc","Free Form Intake"
3127,"PD output",
3129,"TPN 1025.0ml","IV Drips"
3130,"Respalor 120.0str","IV Drips"
3131,"iv intake","Free Form Intake"
3133,"NS irrig drng tube","Free Form Intake"
3134,"1/2 STR IMPACT/FIBER","Free Form Intake"
3136,"DEXMEDETOMIDINE","Free Form Intake"
3137,"GT, straight, perf'd",
3139,"HCL GTTS 75MEQ/500ML","Free Form Intake"
3141,"PD",
3142,"abd. cyst drain",
3143,"D5W 500.0ml + 400mcgkgmin Dopamine","IV Infusions"
3145,"D5W 500.0ml + 40mcgkgmin Neosynephrine-k","IV Infusions"
3146,".9% Normal Saline 200.0ml + 200Uhr Insulin","IV Infusions"
3147,"1/2STR PROMOTE/FIBER","Free Form Intake"
3148,"TPN w/Lipids 1700.0ml","IV Infusions"
3149,"TPN w/Lipids 1540.0ml","IV Infusions"
3150,".9% Normal Saline 500.0ml + 500mgkghr Pentobarbitol","IV Drips"
3151,"24 hr. Total In",
3152,"24 hr. Total Out",
3153,"CSF Drainage Total",
3154,"CT Drainage Total",
3155,"IV Infusion Total",
3156,"Misc.Intake Total",
3157,"NG Intake Total",
3158,"PO Intake Total",
3159,"Repogle Output Total",
3160,"Stool Output Total",
3161,"Total Blood Out",
3162,"Total Enteral Intake",
4321,"D5 Normal Saline 2000.0ml","IV Infusions"
4322,".9% Normal Saline 250.0ml + 200mgkghr Vecuronium","IV Drips"
4323,"ED IVF","Free Form Intake"
4324,"cyclosporin 2mg/hr","Free Form Intake"
4325,"ED URINE OUTPUT",
4326,"THORACENTISIS",
4327,"Promote w/fiber 1.0str","Tube Feeding"
4328,".9% Normal Saline 110.0ml + 100mghr Lasix","IV Drips"
4329,"ED CRYST.","Free Form Intake"
4330,"0.45NSS","Free Form Intake"
4331,"cyclosporin 4mg/hr","Free Form Intake"
4332,"N/A 250.0vl + 8mcgkgmin Levophed-k","IV Drips"
4333,".9% Normal Saline 100.0ml + 400mghr Lasix","IV Drips"
4334,".9% Normal Saline 150.0ml + 200mghr Midazolam","IV Drips"
4335,"D5W Bolus","Free Form Intake"
4336,"drain out lateral",
4337,"drain out medial",
4338,"Fresh Frozen Plasma 308.0ml","IV Infusions"
4339,"NA phosphate","Free Form Intake"
4340,"Impact w/fiber 80.0str","Tube Feeding"
4341,"3/4 str Imp/Fib","Free Form Intake"
4342,"Promote w/fiber 80.0str","Tube Feeding"
4343,"MgSO4     20gm/500cc","Free Form Intake"
4344,"BLADDER PRESSURE FLD","Free Form Intake"
4345,"methodone","Free Form Intake"
4346,"calicum gluconate","Free Form Intake"
4347,"JP SITE",
4348,"D5W 4000.0ml","Cath Lab Intake"
4349,"ultrafiltrate in","Free Form Intake"
4350,"Thoracentesis output",
4351,"D5W 500.0ml + 540mgmin Amiodarone","IV Infusions"
4352,"D17.5W 100.0ml","IV Infusions"
4353,"Drain flush","Free Form Intake"
4354,"insulin carrier","Free Form Intake"
4355,"bicarb 150meq","Free Form Intake"
4356,".9% Normal Saline 41.7ml","IV Drips"
4358,"Ambisone","Free Form Intake"
4359,"0.9% Normal Saline 36.0ml","IV Infusions"
4361,"ACETYLCYSTER.42GM/1L","Free Form Intake"
4362,"TPN CORRECTION",
4363,"D10W 1001.0cc","NG Feeding"
4365,"TPN 1781.0ml","IV Infusions"
4366,"SOLU-MEDROL","Free Form Intake"
4367,"LR","Free Form Intake"
4368,"PERITONEAL DRAIN",
4370,"INAMRINONE LACTATE","Free Form Intake"
4372,"Alimentum 20 PO","PO Feeding"
4374,"PPN 41.5ml","IV Infusions"
4376,"primo II","Free Form Intake"
4377,"ca gluconate gtt","Free Form Intake"
4378,"EnfAddedRice 24 PO 100.0ml","PO Feeding"
4380,"carrier","Free Form Intake"
4383,"L groin",
4384,"FARR 10 IN","Free Form Intake"
4385,"pre admission intake","Free Form Intake"
4387,"Gu irrigant","Free Form Intake"
4388,"FARR 10 OUT",
4390,"Neosure 30 PG","Free Form Intake"
4391,"Neosure 30 PO","Free Form Intake"
4393,".9% Normal Saline 250.0ml + 600mcgkgmin Amrinone","IV Infusions"
4394,"Neosure 26 PO","Free Form Intake"
4396,"Rectal gastrograffi.","Free Form Intake"
4397,"cath lab u/o",
4398,"Whole Blood 370.0ml","IV Infusions"
4400,"Drain Out #7 Tap",
4402,".9% Normal Saline 50.0ml + 1000mcgkgmin Propofol","IV Drips"
4403,"SC 22 Fe NG 100.0ml","NG Feeding"
4405,"ascitic drainage",
4407,"K PHOS 30MMOL","Free Form Intake"
4408,"D5W 500.0ml + 500mghr Lasix","IV Infusions"
4409,"SC 24 Fe PO 90.0ml","PO Feeding"
4410,"ngt irrigant","Free Form Intake"
4413,"rectal vanco","Free Form Intake"
4415,"urcc/kg/hr",
4417,"GT DRAINAGE",
4418,"isuprel","Free Form Intake"
4420,"Enfamil AR PO","Free Form Intake"
4421,"ew uo",
4423,"Totals from midnight","Free Form Intake"
4424,"Sodium bicarb","Free Form Intake"
4426,"bolus ns","Free Form Intake"
4427,"RITUXIMAB 600MG/NS","Free Form Intake"
4429,".9% Normal Saline 250.0ml + 1000mcgkghr Precedex","Tube Feeding"
4431,"plasmalyte bolus","Free Form Intake"
4432,"D25W","IV Infusions"
4434,"GT Flush 200.0ml","PO/Gastric"
4435,"Nipple","Free Form Intake"
4437,"l&d intake","Free Form Intake"
4440,"Normal Saline Bolus","Free Form Intake"
4441,"calcium","Free Form Intake"
4443,"Promote w/fiber 10000.0str","IV Drips"
4444,"D5W 50.0cc + 160mcgkgmin Dopamine Drip","IV Drips"
4446,"replacement fluid","Free Form Intake"
4447,"kcl phos","Free Form Intake"
4448,"Dextrose 10% 5.0ml","IV Infusions"
4450,"Impact w/fiber 480.0str","Tube Feeding"
4451,"Impact w/Fiber 3/4","Free Form Intake"
4453,"dyalysis out put",
4454,"L side/pleural fluid",
4456,"Lactated Ringers 25.0ml","IV Infusions"
4458,"CMV IG","Free Form Intake"
4459,"ET aspirate",
4461,"NeoSure 24 PO 585.0ml","PO Feeding"
4462,"Portagen 20 NG","NG Feeding"
4463,"Pregestimil","NG Feeding"
4465,"bupivicaine 1%","Free Form Intake"
4467,"Amphotericin","Free Form Intake"
4468,"FLOOR OUT",
4470,"Pregesamil PO","Free Form Intake"
4471,"barocat","Free Form Intake"
4473,"er","Free Form Intake"
4475,"NGT residual",
4476,"Br Milk FS NG 25.0cc","NG Feeding"
4478,"cc:cc REPLACEMENT","Free Form Intake"
4479,"potassium phospate","Free Form Intake"
4481,"ER URINR OUTPUT",
4482,"TF residual",
4484,"1/2 str Nepro","Free Form Intake"
4485,"D5W 250.0ml + 20gmhr Amicar","IV Infusions"
4487,"Cryst on floor","Free Form Intake"
4489,"ed uo",
4490,".9% Normal Saline 250.0ml + 200mgkghr Lepirudin","IV Drips"
5934,"F2","Free Form Intake"
5936,"SC28cals","Free Form Intake"
5937,"po SSC 26","Free Form Intake"
5939,"TPND9.5+Heparin","Free Form Intake"
5940,"7.7meq NaAcet/100cc","Free Form Intake"
5942,"sim26","Free Form Intake"
5943,"acettlcysteine d5w","Free Form Intake"
5945,"Special Care 28 NG","Free Form Intake"
5946,"Sim 26","Free Form Intake"
5948,"sc 28 po","Free Form Intake"
5949,"SC28 NG","Free Form Intake"
5951,"PND6","Free Form Intake"
5953,"TPND9.3","Free Form Intake"
5954,"7.7mEq NaAcetate h20","Free Form Intake"
5956,"mvi,thiam, folic d5w","Free Form Intake"
5958,"26 cal SC","Free Form Intake"
5959,"PE30 ng","Free Form Intake"
5961,"PE30","Free Form Intake"
5962,"SpecialCare26 PG","Free Form Intake"
5964,"PE 30 PG","Free Form Intake"
5965,"Neocate24 NG","Free Form Intake"
5967,"foley",
5968,"farr 9 output",
5971,"Skin drainage bags",
5973,"Tube Feeding 800.0ml","IV Infusions"
5975,".45% Normal Saline 1250.0ml","IV Infusions"
5976,"Packed RBC's 283.0ml","IV Infusions"
5978,"12 reisman ivf","Free Form Intake"
5979,"NaHcO3 150meq in D5W","Free Form Intake"
5981,"PE26 NG","Free Form Intake"
5983,"Pitocin/LR","Free Form Intake"
5984,"PE 30","Free Form Intake"
5986,"PE 30 PO","Free Form Intake"
5987,"PE30 NG","Free Form Intake"
5989,"NS Fluid Bolus","Free Form Intake"
5990,"PE28 PO","Free Form Intake"
5992,"OR Stool/NGT",
5994,"Dextrose 10% 100.0ml","IV Infusions"
5996,"Packed RBC's 276.0ml","IV Infusions"
5997,"PE28 PG","Free Form Intake"
5999,"PE 28 PO","Free Form Intake"
6000,"Packed RBC's 273.0ml","IV Drips"
6002,"PE 26 cals NG","Free Form Intake"
6003,"PE 26 cals PO","Free Form Intake"
6005,"PE 26cals PO","Free Form Intake"
6006,"PE 26 NG","Free Form Intake"
6008,"PE 26 PO","Free Form Intake"
6009,"PE32","Free Form Intake"
6011,"30 mmol kphos/500ccw","Free Form Intake"
6012,"CA GLUC CVVHDF","Free Form Intake"
6014,"PANTOPRAZOLE GTT","Free Form Intake"
6015,"PE26 PO","Free Form Intake"
6017,"PE 30 FS NG","Free Form Intake"
6019,"PE 30 NG","Free Form Intake"
6021,"drainged from old HD",
6022,"0.9% Normal Saline 35.0ml","Fluid Bolus"
6025,"good start Fe","Free Form Intake"
6026,"1/2 Na Acetate+ Hep","Free Form Intake"
6028,"Packed RBC's 274.0ml","PO/Gastric"
6029,"Nutren Pulmonary 240.0str","Tube Feeding"
6031,"POTASS PHOS 15 MMOL","Free Form Intake"
6032,"E28 (Concentrate)","Free Form Intake"
6033,"E 28 FS PO","Free Form Intake"
6034,"Ensure","Tube Feeding"
6035,"Nutren Renal 250.0str","Tube Feeding"
6036,"E26 CONCENTRATE","Free Form Intake"
6037,"Nutren Pulmonary 1000.0str","Tube Feeding"
6038,"FLEXISEAL",
6039,"from beverely hosp t","Free Form Intake"
6040,"7.7meqNaAcetate+Hep","Free Form Intake"
6041,"7.7 MEQ Na Acetate","Free Form Intake"
6042,"PE 28 po","Free Form Intake"
6043,"LLQ wound bag",
6044,"JP FLUSH",
6045,"PE26 po","Free Form Intake"
6046,"PE28","Free Form Intake"
6047,"NA Acetate w/Heparin","Free Form Intake"
6048,"PE30 OG","Free Form Intake"
6049,"Lipids 1450.0ml","IV Infusions"
6050,"Lipids 1800.0ml","PO/Gastric"
6051,"GoLYTELY","Free Form Intake"
6052,"PE26","Free Form Intake"
6053,"Kcl 40 meq in 1/2N/S","Free Form Intake"
6054,"N/S + KPO4","Free Form Intake"
6055,"PE30+BP,NG","Free Form Intake"
6449,"GU output total",
6450,"prbc's","Free Form Intake"
6451,"15.4 mEq Na Acetate","Free Form Intake"
6452,"ProBalance 45.0str","Tube Feeding"
6453,"potassium 10/100","Free Form Intake"
6454,"NS->JP::  CC:CC","Free Form Intake"
6455,"D5W +NaHcO3","Free Form Intake"
6456,"Cath lab output",
6457,"Golytely bowel prep","Free Form Intake"
6458,"PN D 11.5","Free Form Intake"
6459,"ProBalance 900.0str","IV Drips"
6460,"ACD-A","Free Form Intake"
6461,"1/2CC/CCJT REPLETION","Free Form Intake"
6462,"collection bag",
6463,"Nutren Renal 200.0str","PO/Gastric"
6464,"Hemodialysis OUT",
6465,"PE32 NG","Free Form Intake"
6466,"vac drainage.",
6467,"Kphos 30mmol/44 mEq","Free Form Intake"
6468,"Ensure Plus 1000.0str","Tube Feeding"
6469,"cc/cc replacement JP","Free Form Intake"
6470,"Pe28","Free Form Intake"
6471,"NGT out",
6472,"pe28 ng","Free Form Intake"
6473,"HD Ultrafiltrate",
6474,"D5W 103.0ml","IV Infusions"
6475,"Nutren Renal 1000.0str","Tube Feeding"
6476,"TPN D 8.5","Free Form Intake"
6477,"pe26","Free Form Intake"
6478,"JP #1",
6481,"15mmol NaPhos.","Free Form Intake"
6482,"NSS WITH 40 MEQ KCL","Free Form Intake"
6484,"verapamil","Free Form Intake"
6485,"Packed RBC's 93.0ml","IV Drips"
6487,"PE 26 ng","Free Form Intake"
6488,"PE 28 cals NG","Free Form Intake"
6490,"Contrast Dye","Free Form Intake"
6492,"Dexmedetomide","Free Form Intake"
6494,"IR cerbral Fluid",
6495,"IR EBL",
6497,"Rectal EBL",
6498,"good start formula","Free Form Intake"
6500,"7.7meqNaAcetate","Free Form Intake"
6501,"H2O Bolus","Free Form Intake"
6503,"BM via g-tube","Free Form Intake"
6504,"g-tube H2O flush","Free Form Intake"
6506,"penrose drain outpt",
6508,"SW with 1/2 Na Ace","Free Form Intake"
6509,"Tap Water Enema","Free Form Intake"
6510,"BM26 w/enfacare, GT","Free Form Intake"
6511,"Barium","Free Form Intake"
6513,"Nutren Pulmonary 900.0str","Tube Feeding"
6514,"PE26 cal PG","Free Form Intake"
6516,"rescue flush","Free Form Intake"
6518,"NS 4mECa .5K+ .5Hep","Free Form Intake"
6519,"left pl tap",
6520,"J-tube flush","Free Form Intake"
6522,"Pantoprazole 8mg/hr","Free Form Intake"
6523,"OR paracentesis",
6525,"Lactated Ringers 990.0ml","IV Infusions"
6526,"Nutren Pulmonary 5000.0str","IV Drips"
6528,"Floor PO's","Free Form Intake"
6529,"Floor crystalloid","Free Form Intake"
6531,"Bumtanide","Free Form Intake"
6532,"Floor urine",
6534,"Blake",
6535,"D5W 576.0ml","IV Infusions"
6537,"D5W 100.0ml + 2mcgkgmin Natrecor","IV Drips"
6538,"PD solution in","Free Form Intake"
6541,"Nutren Pulmonary 999.0str","IV Drips"
6542,".9% Normal Saline 250.0ml + 40mcghr Fentanyl","IV Infusions"
6544,"left arm drainage",
6545,".45% Normal Saline 450.0ml","IV Drips"
6546,"D10, 1/2NS","Free Form Intake"
6548,"Pantoprazole gtt","Free Form Intake"
6550,"K+ Phos 30mmol","Free Form Intake"
6551,"Wrist/groin drain",
6553,"catrh lab ivf","Free Form Intake"
6554,"Bumex","Free Form Intake"
6557,"Cath Lab Intake 950.0ml","IV Infusions"
6559,"pantaprazole","Free Form Intake"
6560,"Octrietide","Free Form Intake"
6562,"NAPO4","Free Form Intake"
6563,"/","Free Form Intake"
6565,"pantoprazole mg/hr","Free Form Intake"
6566,"abcess",
6569,"KCL 10meq/100ml","Free Form Intake"
6570,"vassopressin","Free Form Intake"
6572,"1/2 str Impact","Free Form Intake"
6573,"GT Flush 100.0ml","PO/Gastric"
6575,"GB drain",
6576,"Lactated Ringers 1.0ml","IV Infusions"
6578,"URINE OUTPUT-ER",
6579,"oral suction.",
6581,"D5W 250.0ml + 2mcgkgmin Narcan","IV Infusions"
6582,"Nutren pulm w/Bene","Free Form Intake"
6584,".45% Normal Saline 1800.0ml","IV Infusions"
6585,"D5W with 150MEQ HCO3","Free Form Intake"
6587,"Nutren Renal 45.0str","IV Drips"
6588,"Rescue line","Free Form Intake"
6590,"Gastrografen","Free Form Intake"
6591,"calcuim gluconate","Free Form Intake"
6593,"MULTIVIT ""BANANA""BAG","Free Form Intake"
6594,"groin bag",
6596,"left arm bag #1",
6598,"right arm bag #1",
6600,"OR Plasmalyte","Free Form Intake"
6601,"D5/.45NS 1400.0ml","IV Infusions"
6603,"Sodium Citrate ml/hr","Free Form Intake"
6604,"Angio Output",
6607,"Nutren 2.0 500.0str","PO/Gastric"
3994,"3/4 IMPACT/FIBER","Free Form Intake"
3996,"D5W 250.0ml + 20mcgkgmin Levophed-k","IV Drips"
3997,"D 10W bolus","Free Form Intake"
3998,"anigo intake","Free Form Intake"
4000,"floor in","Free Form Intake"
4001,"Go-Lytely","Free Form Intake"
4003,"floor out",
4004,"JP DRAIN",
4006,"D10W 50.0cc + 25mEqkghr Sodium Bicarb Drip","IV Drips"
4007,"Na bicarb mEq/kg/hr","IV Drips"
4008,"PROTONIX","Free Form Intake"
4010,"Promote w/ fiber 3/4","Free Form Intake"
4012,"TPN D11.0 500.0cc","IV Drips"
4014,"S 24 Fe NG 120.0ml","NG Feeding"
4015,"Neuro Angio Outake",
4016,"THOROCENTISIS",
4018,"Isomil FS PO","PO Feeding"
4020,"baricat ct contrast","Free Form Intake"
4021,"OR Ascites",
4023,"READICAT","Free Form Intake"
4024,"D5W 100.0ml + 20mcgkgmin Neosynephrine-k","IV Infusions"
4026,"PEG GRAVITY DRAIN",
4028,"D5W 900.0ml","Tube Feeding"
4030,"ED OUTPUT",
4031,"Plasma-lyte","Free Form Intake"
4033,"adjustment",
4035,"ew intake","Free Form Intake"
4037,"Dialysate Instilled","Free Form Intake"
4038,"d5w&25meqk+acetate","Free Form Intake"
4041,"D5W 50 meq Ca Acetat","Free Form Intake"
4042,"40k/500ns","Free Form Intake"
4043,"Angio in","Free Form Intake"
4045,"3/4st promote wfiber","Free Form Intake"
4047,"40 KCL/500CC","Free Form Intake"
4049,"angio cryst","Free Form Intake"
4050,"2/3 str impact/fiber","Free Form Intake"
4053,"normal saline bolus","Free Form Intake"
4055,"PD OUT",
4056,"Peritoneal Fluid",
4058,"tpa","Free Form Intake"
4060,"D5W 500.0ml + 8mcgkgmin Narcan","IV Drips"
4061,"3/4 IMPACT W/ FIBER","Free Form Intake"
4063,"Drain Out #4 Davol",
4064,"plasma phoresis","Free Form Intake"
4066,"jp left breast",
4069,"SC 20 Fe NG 30.0ml","PO Feeding"
4071,"NEOSURE NG","Free Form Intake"
4072,"NEOSURE PO","Free Form Intake"
4074,"pertoneal tap",
4075,"D5W 500.0ml + 60mcgkgmin Neosynephrine-k","IV Drips"
4077,"Floor ouput",
4078,"ISUPREL","Free Form Intake"
4080,"EW Urine",
4081,"D5W 49.0ml + 500mcghr Sandostatin","IV Drips"
4083,"Biliary tube flush","Free Form Intake"
4084,"S 24 Fe PO 100.0ml","Blood Products"
4087,"Lactated Ringers 75.0ml","IV Infusions"
4088,"Magnesium","Free Form Intake"
4090,"D15W 8.0ml","IV Nutrition"
4091,"1/2na acetate1/2hep","Free Form Intake"
4092,"1/2na acetate 1/2hep","Free Form Intake"
4095,"Promote w/fiber 540.0str","Tube Feeding"
4096,"solumedrol 10575/500","Free Form Intake"
4098,"BILE REFEED","Free Form Intake"
4100,"D5W with 3amps NaHC3","Free Form Intake"
4101,"30 mmol na phos","Free Form Intake"
4103,"ER urine out",
4104,"0.9NS+ 0.5:1 heparin","IV Infusions"
4106,"Imp/fiberHALF","Free Form Intake"
4107,"Acetylcysteine","Free Form Intake"
4109,"500NS/KPHOS30mm","Free Form Intake"
4110,"RL BOLUS","Free Form Intake"
4112,"CBP FLUID","Free Form Intake"
4113,".25% Normal Saline 250.0ml","IV Drips"
4115,"K+ Phosphate","Free Form Intake"
4116,"Methylpred","Free Form Intake"
4118,"LUMBAR",
4119,"ProBalance 10.0str","IV Infusions"
4121,"TPN 1058.0ml","IV Drips"
4122,"PD catheter","Free Form Intake"
4123,"st cath",
4124,"TPN 1072.0ml","IV Nutrition"
4125,"Protonix Drip","Free Form Intake"
4126,"fl bolus","Free Form Intake"
4127,"ur.cc/kg/day",
4128,"NS with Folic Acid","Free Form Intake"
4129,"ANTITHYMO-GLOBULIN","Free Form Intake"
4130,"malinkot flush","Free Form Intake"
4131,"CT site",
4132,"Procedure urine out",
4133,"mucous fistula",
4134,"Chole tube",
4135,"dextran 40","Free Form Intake"
4136,"L. Pleural Tap",
4137,"ProBalance 250.0str","IV Infusions"
4138,"D5W 500.0ml + 400mcgkgmin Nitroglycerine-k","IV Infusions"
4139,"ep intake","Free Form Intake"
4140,"Thoracentesis tap",
4141,"ogt",
4142,"vac out",
4143,"Lactated Ringers 120.0ml","IV Infusions"
4144,"NIPPLE","Free Form Intake"
4145,"paracenitis",
4146,"D5W 250.0ml + 1250mcghr Sandostatin","IV Infusions"
4147,"Promote w/fiber 45.0str","Tube Feeding"
4148,"TPN w/Lipids 1676.0ml","IV Drips"
4149,"D5W 50.0ml + 120mghr Lasix","IV Drips"
4150,"vag bld",
4151,"0.9% Normal Saline 32.0ml","NG Feeding"
4152,"NS .9% 7.0cc","NG Feeding"
4153,"ProBalance 10000.0str","PO/Gastric"
4154,"BM24NEOSURE","Free Form Intake"
4155,"Amino Acid 4.25%D5%","Free Form Intake"
4156,"oxytocin 10 units/LR","Free Form Intake"
4157,"OR EMESIS",
4158,"D5W 225.0ml","IV Infusions"
4159,"D5W 50.0ml + 1mgmin Procainamide","IV Drips"
4160,"BOLUS","Free Form Intake"
4161,".9% Normal Saline 250.0ml + 125mgkghr Vecuronium","IV Infusions"
4162,"KPO4","Free Form Intake"
4163,"enema","Free Form Intake"
4164,"OR INTAKE","Free Form Intake"
4165,"APROTININ ML","Free Form Intake"
4166,"BICARBONATE-HCO3","Free Form Intake"
4167,"foley flush","Free Form Intake"
4168,"cath lab our",
4169,"Blood from oral sx",
4170,"PERITONEAL TAP",
4171,".9% Normal Saline 251.0ml","Blood Products"
4172,"FFP GTT","Free Form Intake"
4173,"impact","Free Form Intake"
4174,"t tube",
4177,"TPN 1676.0ml","IV Drips"
4178,"Alimentum PO 120.0ml","PO Feeding"
4180,"Similac 22 Fe PO","PO Feeding"
4181,"D5W 266.0ml + 16mcgkgmin Levophed-k","IV Drips"
4183,"Nepro 80.0str","Tube Feeding"
4184,"LR Bolus","Free Form Intake"
4186,"D5W 1000.0ml + 20000Uhr Heparin","Cath Lab Intake"
4187,"Blood emesis","Free Form Intake"
4188,"rep.+dialysate","Free Form Intake"
4191,"D5W 1.0ml + 100Uhr Heparin","IV Drips"
4192,".9% Normal Saline 50.0ml + 400mcgkghr Precedex","IV Drips"
4194,"D5W 125.0ml + 100mghr Diltiazem","IV Drips"
4196,"Promote 480.0str","Tube Feeding"
4197,"Respalor 35.0str","Tube Feeding"
4199,"HEMODIALYSIS O/P",
4200,"FLUID BOLUS","Free Form Intake"
4202,"Impact w/fiber 2/3","Free Form Intake"
4204,"Foley Catheter",
4205,".9% Normal Saline 250.0ml + 200mcgkgmin Neosynephrine-k","IV Infusions"
4207,"D51/4 w/40meq Kcl","Free Form Intake"
4208,"r pleural tap",
4210,"D5W 250.0ml + 4mgmin Lidocaine","IV Drips"
4212,"Ascites",
4214,"SC 24 Fe NG 45.0ml","NG Feeding"
4215,"SC 24 Fe PO 45.0ml","PO Feeding"
4217,"vac",
4219,"diaphoresis",
4220,"Calcium Gluc 40gm","Free Form Intake"
4222,"Calcium Chloride","Free Form Intake"
4223,"Octreotide","Free Form Intake"
4224,"PEROTONEAL FLUID",
4226,"D5W 50.0cc + 15mcgkgmin Dobutamine Drip","IV Drips"
4227,"S 24 Fe PO 30.0ml","PO Feeding"
4228,".9% Normal Saline 250.0ml + 100mcgkgmin Cisatracurium + 100mgkghr Cisatracurium","IV Drips"
4230,"IMPACT","Free Form Intake"
4233,"D5W 250.0ml + 250mghr Midazolam","Tube Feeding"
4234,"D5W 100.0ml + 200Uhr Insulin","IV Drips"
4236,"E.R. FFP","Free Form Intake"
4237,"E.R. urine out",
4239,".45% Normal Saline 300.0ml","IV Infusions"
4240,"kayexelate enema","Free Form Intake"
4241,"D5W VIA J-TUBE","Free Form Intake"
4243,".9% Normal Saline 250.0ml + 80mcgkgmin Neosynephrine-k","IV Infusions"
4244,"LACTULOSE ENEMA","Free Form Intake"
4246,"KPO4 30 MM","Free Form Intake"
4247,"S 24 Fe PO 90.0ml","PO Feeding"
4249,"D5W 725.0ml","IV Infusions"
4251,"NeoSure 225.0cc","NG Feeding"
4252,"PROTONIX DRIP MG/HR","Free Form Intake"
4254,"Br Milk FS PO 1001.0cc","PO Feeding"
4256,"Nutramigen 24 PO 400.0ml","PO Feeding"
4257,"Nutramigen 24 NG 400.0ml","NG Feeding"
4259,"Paracentesis output",
4260,"D5W 125.0ml + 300mgmin Amiodarone","IV Infusions"
4261,"Floor output",
4263,"fluid bolus ns","Free Form Intake"
4265,"Enema","Free Form Intake"
4266,"Stool out","Free Form Intake"
4267,"D5W 1000.0ml + 4000Uhr Heparin","IV Infusions"
6248,"PE28 w/Beneprotein","Free Form Intake"
6249,"R angio site",
6250,"EBL  CVVH",
6251,"SODABICARB DRIP","Free Form Intake"
6252,"CCO Bolus","Free Form Intake"
6253,"Left Hand Drain",
6254,"PE28 w/BP Bottle","Free Form Intake"
6255,"groin pouch",
6256,"PE 26 w/Beneprotein","Free Form Intake"
6257,"Albumin 25% 300.0ml","IV Infusions"
6258,"D15 bolus","Free Form Intake"
6259,"Pigtail Drain Flush","Free Form Intake"
6260,"Breast pump",
6261,"PE 26w/bp bottle","Free Form Intake"
6262,"dialysate 2.5% in","Free Form Intake"
6263,"potassium phos 15mml","Free Form Intake"
6264,"Nutramigen 22 NG","Free Form Intake"
6265,"T4","Free Form Intake"
6266,"readi-cat2","Free Form Intake"
6267,"t tibe #2 right",
6268,"t.tube #1 left",
6269,"Drain #1 WOUND",
6270,"GTUBE POUCH",
6271,"H20 Na Acet and hep","Free Form Intake"
6272,"Nutramigen26 NG","Free Form Intake"
6273,"Nutramigen26 PO","Free Form Intake"
6274,"Ketamine","Free Form Intake"
6275,"H2O/Hep/NaAcet","Free Form Intake"
6276,"PE26+polycose NG","Free Form Intake"
6277,"PE26+polycose PO","Free Form Intake"
6278,"0.9% Normal Saline 5.2ml","IV Nutrition"
6279,"D10W 5.2cc","Fluid Bolus"
6280,"Enfacare 26 PO","Free Form Intake"
6282,"Drain Out #6 JP Medial",
6283,"Packed RBC's 279.0ml","Blood Products"
6285,"vac output",
6286,"left hand pouch",
6288,"Citrate CVVH","Free Form Intake"
6289,"KCL Dri[","Free Form Intake"
6291,"Ca Gluconate","Free Form Intake"
6293,"CRRT Citrate","Free Form Intake"
6294,"THORACENTEIS",
6296,"PE29 ng","Free Form Intake"
6297,"PE29 po","Free Form Intake"
6299,"NA Acetate 0.5U hep.","Free Form Intake"
6301,"dexmedetomidine","Free Form Intake"
6302,"1/2 Nutren Renal TF","Free Form Intake"
6304,"Cecostomy",
6305,"hemo dial ultrafil",
