ITEMID,LABEL,CATEGORY,DESCRIPTION
5768,"Left nephro. tube",,
5769,"multipodus splints",,
5770,"dexamethasone eye ds",,
5771,"Heliox PSI pressure",,
5772,"FLAP TEMP/COLOR",,
5773,"WAffle Boots",,
5774,"nipple shield used",,
5775,"Decadron nose drops",,
5776,"FEM, ABP",,
5777,"Cyclomydril eye drop",,
5778,"low mv",,
5779,"high    mv",,
5780,"NT SX",,
5781,"Lab results",,
5782,"High Minute Ventilan",,
5783,"aprotinen cc/hr",,
5784,"lab results",,
5785,"Vath",,
5786,"high pressure",,
5787,"t-tube",,
5788,"LLE Cast care",,
5789,"RT. AVF BRUIT/THRILL",,
5790,"Cyclosporine mg/hr",,
5791,"RIGHT FEMORAL A-LINE",,
5792,"left  lower leg cast",,
5793,"DTR",,
5794,"DaPT",,
5795,"URETERAL STENT.",,
5796,"lochia",,
5797,"L FEM ALINE",,
5798,"Ecmo Flows",,
5799,"R LEG ELEVATED",,
5800,"mushroom catheter",,
5801,"high ve            n",,
5802,"HYPEROXYIA TEST",,
5803,"Femoral Sheath Aline",,
5804,"sheath MAP",,
5805,"DOPAMINE MICS/KG/MIN",,
5806,"180 DEGREE TURN",,
5807,"color of toes",,
5808,"Zygris",,
5809,"foely",,
5810,"urine calcium",,
5811,"urine creatinine",,
5812,"Urine lytes",,
5813,"ABP Alarm (Lo/Hi)",,
5814,"CVP Alarm (Lo/Hi)",,
5815,"HR Alarm (Lo/Hi)",,
5816,"ICP Alarm (Lo/Hi)",,
5817,"NBP Alarm (Lo/Hi)",,
5818,"PAP Alarm (Lo/Hi)",,
5819,"Resp Alarm (Lo/Hi)",,
5820,"SpO2 Alarm (Lo/Hi)",,
5821,"TBILI",,
5822,"Auqafor",,
5823,"Bed Percussion",,
5824,"HiMV",,
5825,"Nose Wound",,
5826,"CBC and blood cx",,
5827,"Nystatin Po suspensn",,
5828,"Multipodus Boots",,
5829,"ABG, Io CA",,
5831,"Heparin Flush 10U/cc",,
5832,"DRIVING PRSSR",,
5833,"Lytes.Tbili,ABG",,
5834,"Thoracentesis",,
5835,"Hep B vac",,
5836,"mask/sz",,
5837,"time disc.",,
5838,"jobst bra",,
5839,"eye movements",,
5841,"TPA",,
5842,"Decadron drops",,
5843,"Neosynephrine drops",,
5844,"hep. b",,
5845,"fem art",,
5846,"rigors",,
5847,"MV Hi",,
5848,"disconnect",,
5849,"Hep B vaccination",,
5850,"Home Bipap Unit",,
5852,"Multi-Podus",,
5853,"Elevate L leg",,
5854,"fem aline",,
5855,"t diconnect",,
5856,"icp",,
5857,"aterial line",,
5858,"bedside observer",,
5859,"left eye",,
5860,"Bed side Observer",,
5861,"TED STOCKINGS BILAT",,
5862,"right leg bruit",,
5863,"Opthamology consult",,
5864,"ostomy",,
5865,"APRV Pressure High",,
5866,"APRV Pressure Low",,
5867,"APRV Time High",,
5868,"APRV Time low",,
5869,"ATC on",,
5870,"HOME VENT",,
5871,"SIZURE PADS",,
5872,"Inner canula",,
5873,"Vanco trough",,
5874,"High min. vent",,
5875,"UA/UVC placement",,
5876,"bun",,
5877,"LFT's",,
5879,"Right Arm Cellulitis",,
5880,"low rr",,
5883,"desitin prn",,
5884,"Ranitidine pg",,
5885,"Lytes,ABG,Bili",,
5886,"GlycerineSuppository",,
5887,"Gentamicin Opthalmic",,
5889,"Bladder cath",,
5890,"dulc.supp andenema",,
5891,"SSE",,
5892,"tpa mg/hr",,
5893,"NGT lavage",,
5894,"perit/bladder pressu",,
5895,"Abduction Wedge",,
5896,"VEN0US O2 SAT",,
5897,"Baptize",,
5898,"urine na",,
5899,"Triple Antibx Oint",,
5900,"Xeroform Dsg",,
5901,"Lytes,Bili",,
5902,"yi MV",,
5903,"abdomenal incision",,
5904,"02 Tubing Present",,
5905,"Alarms Checked",,
5906,"Analgesic",,
5907,"Bag and Mask Present",,
5908,"Feeding Label Match",,
5909,"ID band(s) on",,
5911,"L&D bands(s) on",,
5912,"Sx Equip Functioning",,
5913,"Tolerated new med?",,
5914,"zz Equip Functioning",,
5916,"zz tubing present",,
5919,"zzg and Mask Present",,
5920,"passymuir valve",,
5921,"ABDOMINAL BINDER",,
5922,"bleedig at meatus",,
5923,"GI #2 guiac",,
5924,"Afrin Nasal Drops",,
5925,"Abdominal Hernia",,
5926,"right arm sling",,
5927,"NAS score",,
5928,"circumcison site",,
5929,"180 Degree rotation",,
5930,"VALPROA 50-100 UG/ML",,
5931,"ECMO",,
5932,"PMV.",,
5933,"Triple Abx ointment",,
5934,"R arm sensation",,
5935,"L Hand Grasp",,
5936,"R Hand Grasp",,
5937,"ecmo l/min",,
5938,"lvad svr",,
5939,"Lumbar drain",,
5940,"Ileostomy care",,
5941,"Feeding Team Eval",,
5942,"HIGH VT",,
5943,"sigh breath",,
5944,"I-Time",,
5945,"Continuous Neb",,
5946,"PIC Line placement",,
5947,"NEBS",,
5948,"Heb B",,
5949,"ivp",,
5950,"NO PPM",,
5951,"NO tank pr",,
5952,"nitric oxide",,
5953,"CRITICAID",,
5954,"ileostomy appearance",,
5955,"Analyzed INOV FiO2",,
5956,"Cardiologist visit",,
5957,"Cyclopentolate 1%",,
5958,"R) LE",,
5959,"scalp",,
5960,"vitamin A",,
5961,"PT Eval",,
5962,"Spironolactone",,
5963,"ceftaxime",,
5964,"Autopeep",,
5965,"Vitamin A injections",,
5966,"Continuous EEG q1hr",,
5967,"PROM",,
5968,"AF fistula T/B",,
5969,"IV infiltrate",,
5970,"LYTES, BILI",,
5971,"LYTES,BILI",,
5972,"fetal heartrate",,
5973,"R hand infiltrate",,
5974,"Nitric Dioxide",,
5975,"O2% on INOvent",,
5976,"lab draw",,
5977,"labs drawn",,
5978,"qtc",,
5979,"NITRIOUS OXIDE",,
5980,"INO TANK PRESS",,
5981,"L FEM ART BP",,
5982,"Triple antibx oint.",,
5983,"Fungal Blood cx",,
5984,"TSH NML(0.27-4.2)",,
5986,"AV fistula bruit",,
5987,"Abd drsg change",,
5988,"AV Fistula Thrill",,
5989,"Right heel drsg chae",,
5991,"CVL",,
5992,"Surgical site",,
5993,"Peak exp flow rate",,
5994,"Hi min vol",,
5995,"Peak flow post tx.",,
5996,"T discon",,
5997,"HEPA FILTER",,
5998,"meds",,
5999,"prone/supine",,
6000,"HIGH MIN VOL.",,
6001,"Rebound bili",,
6002,"Desitin prn",,
6003,"ph level",,
5260,"BROVIAC DSG",,
5261,"Fentanyl Bolus",,
5262,"Lytes",,
5263,"STOMA",,
5265,"Hepflush",,
5273,"Erythropoetin",,
5280,"flowrate cc's",,
5281,"oral nystatin",,
5282,"propanolol",,
5283,"glycerin sliver",,
5285,"Cord Drg.",,
5289,"cefotaxine",,
5292,"Propranolol",,
5293,"Aquafor",,
5301,"180 degree rotation",,
5309,"180 degree turn",,
5311,"Chest tube",,
5316,"CLONIS",,
5320,"flowrate cc/min",,
5321,"ns bolus",,
5325,"Hernia",,
5329,"Dopamine",,
5333,"saline flush",,
5340,"Glycerine supp",,
5343,"KPhosphate",,
5346,"atropine drops",,
5347,"tobradex oint",,
5353,"type and coombs",,
5356,"Dexamethasone eye ds",,
5361,"Combivent Puffs",,
5374,"position rotated 180",,
5380,"piperacillin-tazbac",,
5384,"OP site",,
5386,"penrose drain area",,
5387,"chesttube site",,
5388,"incision",,
5391,"ligation incision",,
5392,"D10W bolus",,
5394,"stoma",,
5395,"Beclamethasone",,
5396,"ferrous sulfate",,
5401,"Gentamycin gtts OU",,
5404,"CAFFEINE LOAD",,
5410,"Post ductal sat",,
5412,"healed penrose site",,
5413,"Ativan",,
5421,"Abdominal xray",,
5431,"CBG",,
5434,"lytes,bili",,
5435,"mupirocin ointment",,
5439,"Miconazole pwdr",,
5441,"mupricin",,
5442,"pic line placement",,
5450,"Nystatin oint",,
5453,"mitrazol powder",,
5455,"Lactation Consult",,
5456,"Chest Tube",,
5461,"phenylephrine drops",,
5462,"Tobradex eye ung",,
5464,"Fentanyl bolus",,
5468,"PIC line placement",,
5469,"lytes and bili",,
5470,"Pneumogram",,
5473,"op. site",,
5478,"Gentamycin oint",,
5483,"bili level",,
5485,"Vit A",,
5486,"NYSTATIN ORAL",,
5487,"NYSTATIN POWDER",,
5492,"Vitamin A",,
5500,"vit a",,
5501,"O2 sat probe change",,
5502,"R ankle",,
5503,"L nare",,
5505,"O2 sat probe site",,
5507,"laceration",,
5513,"hydrocyle",,
5515,"Na supps",,
5521,"Hyperoxia",,
5523,"Amoxacillin",,
5527,"Bacitracin nose oint",,
5528,"Dexamethasone nasal",,
5541,"Heparin flush 10u/cc",,
5543,"BILI",,
5545,"Vit A IM",,
5548,"Dressing change",,
5554,"zzzzuent Press mmHg",,
5555,"waffle boots bil",,
5556,"TPA mg/hr",,
5557,"peri pad",,
5558,"HI/Minute/VOl",,
5559,"Peak flow Pred",,
5560,"Coccyx drsg change",,
5561,"INEXSUFF",,
5562,"Breath Sounds",,
5563,"HIGH MINUTE VOLUMER",,
5564,"bed alarms",,
5565,"Isuprel",,
5566,"posey",,
5575,"Tank pressure",,
5576,"Ti",,
5577,"acytylcisteine",,
5579,"Nitric [PSIG]",,
5581,"T-Low",,
5582,"p-high",,
5584,"t-high",,
5585,"MINUTE VOL. HIGH",,
5587,"CYCLOSPORIN --MG/HR",,
5588,"cyclosporin 3mg/hr",,
5590,"warm pack to LUE",,
5592,"MMV rate",,
5593,"MMV tidal volume",,
5595,"factor ten",,
5596,"INTRATHECAL",,
5600,"L fem art bp",,
4169,"EDC",,
4171,"Time",,
4175,"Admit Reason",,
4180,"Current Level",,
4181,"Highest Level",,
4183,"Birthweight (kg)",,
4184,"Apgar      1 min",,
4185,"5 min",,
4186,"10 min",,
4187,"Length Calc Inches",,
4188,"Length in cm",,
4189,"Sucrose",,
4191,"zzzgth   Calc   (cm)",,
4192,"zzzzth in Centimeter",,
4193,"ABG Chloride","ABG's",
4194,"ABG Potassium","ABG'S",
4195,"ABG Sodium","ABG'S",
4196,"Base Excess (cap)","Other ABGs",
4197,"RBC(3.6-6.2)","Heme/Coag",
4198,"Retic count (.0-1.5)","Heme/Coag",
4199,"TCO2 (cap)","Other ABGs",
4200,"WBC 4.0-11.0","Heme/Coag",
4201,"pCO2 (cap)","Other ABGs",
4202,"pH (cap)","Other ABGs",
4203,"pO2 (cap)","Other ABGs",
4204,"CIRC CARE",,
4208,"Bath + Shampoo",,
4209,"eye exam",,
4210,"Glycerine Suppos.",,
4212,"HEPARIN FLUSH",,
4213,"Pressure Transducer",,
4214,"acycloviv",,
4215,"cefotaxime",,
4217,"Hep Flush",,
4218,"miconozole powder",,
4219,"Lasix",,
4220,"ceftazidime",,
4223,"Bacitracin ointment",,
4225,"Heparin flush",,
4227,"lytes",,
4228,"circumcision site",,
4230,"Eye exam",,
4231,"NaCl",,
4234,"nystatin oral suspen",,
4235,"Aquaphor",,
4236,"DESITIN",,
4237,"Glycerin supp",,
4238,"Eye Exam",,
4239,"Caffeine bolus",,
4240,"glycerine",,
4241,"polyvisol",,
4243,"glycerin supp",,
4244,"tobradex ointment",,
4246,"Combivent puffs",,
4247,"KCL supps",,
4248,"Hydrocele:",,
4249,"IPV",,
4250,"Poly Vi Sol",,
4251,"glycerine supp",,
4252,"Acyclovir",,
4254,"Broviac Dsg:",,
4256,"Cefotaxime",,
4262,"Neuro consult",,
4263,"PICC",,
4264,"Shunt Site",,
4266,"abdomen dsg.",,
4267,"heparin flush",,
4268,"left head dsg.",,
4271,"Prune juice",,
4272,"Ranitidine",,
4273,"Zantac",,
4278,"Caffeine Bolus",,
4279,"Hep flush",,
4281,"Polyvisol",,
4282,"Bath:",,
4285,"Broviac site/dsg",,
4286,"NONNUTRITIVE SUCKING",,
4289,"Baptism",,
4291,"Fosphenytoin",,
4292,"artificial tears",,
7854,"R leg(cast)cap refil",,
7856,"bruit",,
7858,"gent opthalmic",,
7861,"EEG/Cont",,
7862,"Nephrostomy Tube LLQ",,
7863,"Mag Sulfate    mg/hr",,
7865,"mag sulfate gm/hr",,
7869,"PERCUSSION",,
7871,"elemental calcium",,
7875,"umbi hrenia",,
7882,"L leg perfusion",,
7884,"RR",,
7885,"Glucagon infusion",,
7887,"Hand perfusion",,
7888,"gentamycin opthalmic",,
7890,"nystatin oint.",,
7892,"ecmp pump flow",,
7896,"teeth brushed",,
7901,"T Disconnect",,
7902,"OPIUM SOL'N.",,
7903,"Exercises",,
7907,"bed roation",,
7908,"T-disconnect",,
7909,"VAP mouth",,
7910,"Post Ductal Sat",,
7911,"Pre ductal Sat",,
7914,"Insulin Guideline",,
7915,"Pt./Family Informed",,
7919,"Tdisconnect",,
7920,"humalog insulin pump",,
7921,"Brush Teeth",,
7924,"Bacitracin oint.",,
7925,"thumb pulse checks",,
7928,"glucagon mg/hr",,
7934,"nystatin S&S",,
7936,"Aquaphour",,
7940,"Xylocaine 2% Jelly",,
7943,"Sigh pressr/rate",,
7947,"Splint off,skin chk",,
7948,"30mmol NAPHOS",,
7949,"Calcium for CVVH",,
7951,"gt site",,
7953,"Right groin",,
7954,"CSM of left toes",,
7955,"CSM of right toes",,
7958,"Amiodorone mg/hr",,
7961,"T-DISCONNECT",,
7965,"methhemoglobin",,
7966,"pleural fluid pH",,
7967,"vacuum assist",,
7968,"DRIVE P.",,
7969,"ATC size",,
7973,"adductor pillow",,
7976,"mucous fistula L",,
7981,"G tube dsg",,
7982,"Bivona secured at 8",,
7983,"Hydrocele",,
7985,"Orapred",,
7988,"Inhaled Nitric Oxide",,
7992,"Stomahesive Powder",,
7998,"Versed mg/kg/hr",,
8000,"Mucamyst",,
8001,"Flolan ng/kg/min",,
8010,"multivitamins",,
8011,"chest binder",,
8014,"T-discon",,
8019,"cefixime",,
8021,"AutoRotation",,
8025,"Panpropazole mg/hr",,
8026,"Ilex oint",,
8027,"ted stocking",,
8028,"PROTONIX MG/H",,
8031,"KETAMINE 200mgm/50ML",,
8033,"NC",,
8034,"Criticaid/Powder",,
8035,"MultiPodus Boot",,
8037,"Ketamine 100mg/50ml",,
8042,"Immodium",,
8044,"HeliOx press",,
8048,"C.O.",,
8053,"SIGH PEEP LEVEL",,
8054,"deistin",,
8058,"bed percussion",,
8059,"TANK PRES NO",,
8060,"High NO2",,
8061,"low NO",,
8065,"Brace",,
8067,"HIGH NO2",,
8069,"protonix 80mg/250ml",,
8070,"dexamethasone gtts",,
8071,"mist tent",,
8072,"Abd. incision",,
8074,"pantoprazole80/250",,
8078,"gentmycin eye oint",,
8080,"CT site",,
8083,"proning via bed.",,
8084,"PDA surg site",,
8087,"sigh rate",,
8093,"Neonatal opium sol.",,
8099,"dPaw",,
8100,"dPes",,
8101,"esoph press",,
8103,"surgical incision",,
8104,"NAS",,
8107,"Mammary Support Bra",,
8109,"broviac dsg",,
8113,"Resp. Rate",,
8115,"Lt hernia repair",,
8120,"JP DRAIN",,
8125,"triple antibio. oint",,
8126,"Thrill",,
8128,"permanent pacer",,
8129,"r arm fistula",,
8133,"R ear",,
8134,"Tank press",,
8137,"preauricular tag",,
8138,"Trach Sx Color",,
8139,"Trach Sx Quantity",,
8140,"Trach Sx Quality",,
8141,"chest dressing",,
8144,"Apical Pulse",,
8146,"R VAC/L VAC",,
8147,"broviac",,
8148,"Zidovudine/AZT",,
8149,"pedi ngt",,
8152,"T.disconnect",,
6004,"fundus check",,
6005,"Security Guard",,
6006,"peripad",,
6007,"badbath",,
6008,"SPUTUM INDUCTION",,
6009,"pictures taken",,
6010,"P-Lo",,
6011,"P Hi",,
6012,"T-Hi",,
6013,"T-Lo",,
6014,"PHENYFREE (1.0-2.0)",,
6015,"Triple abx.",,
6016,"Neo Bili",,
6017,"metabolic labs",,
6018,"PIC line placed",,
6019,"Left arm Edema",,
6020,"gent peak/trough",,
6021,"(R) nephrostomy",,
6022,"Critic Aide",,
6023,"AV FISTULA",,
6024,"venous o2 sat",,
6025,"Mineral oil",,
6026,"NECKJP/DRAINAGE/SITE",,
6027,"thrush",,
6028,"abdominal girth",,
6029,"uac/uvc placement",,
6030,"Face",,
6031,"PADS/NECK INCISION.",,
6032,"TRACH CUFF TAKENDOWN",,
6033,"wound care",,
6034,"EPOGEN",,
6035,"Urinalysis sent",,
6036,"Blocked tear duct",,
6037,"ilex",,
6038,"Pediarix vaccine",,
6039,"Bath.",,
6041,"hi Ve",,
6042,"VIDALYN",,
6043,"surface cultures",,
6044,"Trn of 4",,
6045,"1-10 ML 20% MUCOMYST",,
6046,"Gentamicin ointment",,
6047,"Hi insp press",,
6048,"right armpit",,
6049,"pediarix",,
6050,"Pediarix Vaccination",,
6051,"Pediarix",,
6052,"Neonatal bili, lytes",,
6053,"Hep flush 10U/CC",,
6054,"Neonatal bili",,
6055,"Peg Care",,
6056,"right fem sheath",,
6057,"Triple Antbx Oint",,
6058,"uric acid",,
6060,"Bipap mask",,
6061,"Sucrose H20",,
6062,"J-tube",,
6063,"P insp.",,
6064,"ORL Exam",,
6065,"High minute Volume",,
6066,"Chest tube DSG",,
6067,"Neonatal Bili & Lyts",,
6068,"dtap-hepb-ipv comb.",,
6069,"Suprapubic cath site",,
6070,"Full Skeletal X-Ray",,
6071,"Hep B Imm Globulin",,
6072,"vision fields",,
6073,"MV HI",,
6074,"NEONATAL BILI",,
6075,"Hep Flush 10U/cc",,
6076,"Flowrate",,
6078,"MV",,
6079,"Mitrazole powder",,
6081,"straight cath",,
6082,"Spinal Scan",,
6083,"OGT Placement",,
6084,"TRACH SITE",,
6085,"caffeine Bolus",,
6086,"Micro-Neb tx",,
6087,"PMV Trial",,
6088,"circumcission",,
6090,"neosynepherin",,
6091,"leg dressings",,
6092,"Sclerea edema",,
6093,"enema",,
6094,"line placement",,
6095,"INO",,
6096,"MV-HI",,
6097,"suprapubic cath",,
6098,"Bacitracin topical",,
6099,"P-HI",,
6100,"P-LO",,
6101,"T-HI",,
6102,"T-LO",,
6103,"vit A",,
6104,"Chromosomal study",,
6105,"High PIP",,
6106,"High RR",,
6107,"Low Pressure",,
6108,"u/s of left arm/neck",,
6109,"EEG run",,
6110,"xygris",,
6111,"prednisone",,
6112,"left vent drain",,
6113,"sacral ultrasound",,
6114,"LUMBAR DRAIN",,
6115,"high/min /vent",,
6116,"Aveeno bath",,
6117,"wound drsg changes",,
6118,"NYSTATIN OINTMENT",,
6119,"caffeine load",,
6120,"IV Lasix",,
6121,"Miconazole",,
6122,"PRE OP PREP",,
6123,"Mag sulfate",,
6124,"R fem art line",,
6125,"L thigh circumferenc",,
6126,"HI press",,
6127,"LO Press",,
6128,"time High",,
6129,"time Lo",,
6130,"Hi min vent",,
6131,"CHEST PERCUSSOR T",,
6132,"Calcium  gluconate",,
6133,"Magnesium Sulfate",,
6134,"esoph balloon",,
6135,"Ptp exp",,
6137,"PEG site",,
6142,"derm consult",,
6143,"Lacrilube Ointment",,
6144,"ABD BINDR/THIGH HI'S",,
6145,"Fem Art BP",,
6146,"sodium bicarbonate",,
6147,"APNEA INT.",,
6148,"Valproic acid",,
6149,"PeCO2",,
6150,"GT care",,
6151,"TRACHEOSTOMY CARE",,
6153,"PERCUSSION VIA BED",,
6154,"pnuemogram",,
6155,"surgery consult",,
6156,"R fem art BP",,
6157,"Hep Flush 10u/cc",,
6158,"Lytes,Trig,Bili",,
6160,"R/L FLAP PULSE",,
6161,"PMV on.",,
6162,"Lumbar drain level",,
6163,"Lumbar drain output",,
6164,"Lumbar open/clamped",,
6165,"LYTES AND BILI",,
6166,"left flap check",,
6167,"right flap check",,
6168,"hi VE",,
6169,"Diaper",,
6170,"Actual PEFR",,
6171,"Pred PEFR",,
6172,"cpr class",,
6173,"circumsision site",,
6174,"PLT transfusion",,
6175,"Coag bld wk",,
6177,"Miconozole powder",,
6178,"Pediatrix",,
6179,"I TIME",,
6180,"Lacrilube",,
6181,"1o cc ns irrigation",,
6182,"jt flush 20cc q 8 hs",,
6183,"aorta axillary graft",,
6184,"remote alarm",,
6185,"Hi Min vent",,
6186,"Paw",,
6187,"sling L arm - pacer",,
6188,"Left Arm Massage",,
6189,"phosphenytoin",,
6190,"Normal saline",,
6191,"Creamy Desitin",,
6192,"Vidalgn",,
6193,"Bili & Lytes",,
6196,"IRRIG FOLEY 50ML NS",,
6197,"cap gas",,
6198,"CAP GAS",,
6199,"L. lower abd. kidney",,
6200,"foley changed",,
6201,"cephalexin",,
6202,"Pediatrix Combi",,
6203,"Caffeine(bolus)",,
6204,"urine for CMV",,
6205,"qt",,
6206,"Tank A psi.",,
6207,"Tank B psi.",,
6208,"Ve High",,
6209,"LYTES,BILI,LIVER PRF",,
6210,"PHENOBARB & DILANTIN",,
6211,"BILI & LYTES",,
6212,"VBG",,
6213,"TANK A",,
6214,"AMMONIA/12-47 UMOL/L",,
6215,"TANK B",,
6216,"hi flow O2",,
6217,"phenylephrine nasal",,
6218,"peri pad count",,
6219,"Breast Pump",,
6220,"Lytes, Phenobarb",,
6221,"tank A",,
6222,"tank B",,
6223,"tank-A",,
6224,"Tank-b",,
6225,"Caffeine load",,
6226,"urine for AA",,
6227,"passy muir valve on",,
6228,"LEFT AV FISTULA",,
6229,"Pec02",,
6230,"Bath Care",,
6231,"Tank 1",,
6232,"reg insulin",,
6233,"Tank 2",,
6234,"L AV fistula",,
6235,"Circumsion",,
6236,"high pip",,
6237,"Cap gas",,
6238,"propofol",,
6239,"mitrazole pwd",,
6240,"CT scan",,
6243,"tri abx ointment",,
6244,"Surgery",,
6245,"Surgury",,
6246,"SAFETY OFFICER",,
6247,"caf load",,
6248,"d51/2NSc 20meq kcl",,
4960,"Ilex",,
4966,"GI consult",,
4968,"diaper area",,
4969,"CSM R LE",,
4970,"NS bolus",,
4972,"erythromycin",,
4976,"prune juice po/pg",,
4977,"circcare",,
4986,"Vi-Daylin",,
4990,"wrist slpints",,
4994,"ECHO",,
5000,"Right hydrocele",,
5003,"prednisolone",,
5004,"vidalin",,
5012,"glycerin suppository",,
5015,"vidaylin",,
5016,"Tri Visol",,
5017,"Vidaylin",,
5020,"Cyclopentalate",,
5022,"Emycin ointment",,
5024,"triple abx ointment",,
5025,"Bacitracin oint",,
5026,"extra digit rt/lt fr",,
5032,"bili",,
5035,"Glycerin Suppository",,
5036,"Tri-Vi-Sol",,
5039,"dressing.",,
5040,"scrotum",,
5042,"cc's/minute",,
5043,"gentamycin ointment",,
5045,"Bili",,
5048,"trivisol",,
5049,"zantc",,
5051,"CAFFEINE BOLUS",,
5055,"gel pillow",,
5057,"NEONATAL MORPHINE",,
5060,"meropenem",,
5062,"MEROPENEM",,
5063,"Tobramycin",,
5066,"Epogen",,
5067,"Folic Acid",,
5068,"mong.spot",,
5071,"Criticaid Paste",,
5075,"Bicarb",,
5077,"Fentanyl:",,
5080,"K phos",,
5083,"rt. hernia",,
5086,"ceftazadime",,
5088,"fingers",,
5089,"toes",,
5096,"PDA ligation site",,
5098,"KCl Supps",,
5099,"NaCl Supps",,
5106,"caffeine citrate",,
5110,"folate",,
5113,"Calciferol",,
5114,"Calcium glubionate",,
5115,"bactroban",,
5119,"Rhythm",,
5123,"Chloral hydrate",,
5128,"Zantac pg",,
5130,"PICC LINE DSG",,
5133,"Actigall (Ursodiol)",,
5141,"Erythromycin oint",,
5142,"Butt Paste",,
5145,"tremors",,
5152,"Abcess/ Location",,
5153,"Ceftazadime",,
5155,"R. test. hydrocele",,
5157,"Ambisome",,
5159,"RANGE OF MOTION",,
5162,"PROPRANOLOL",,
5164,"Carnitine",,
5166,"Vitamin D",,
5167,"potassium Phosphate",,
5168,"Shunt",,
5186,"Kphos",,
5189,"Sodium supps",,
5192,"Cardiology Consult",,
5194,"Metoclopromide",,
5195,"potassium phosphorus",,
5199,"NS Bolus",,
5200,"triple abx cream",,
5204,"CEFAZOLIN",,
5205,"op site",,
5206,"Gent eye ointment",,
5210,"Atropine eye oint.",,
5212,"tobra dex eye ointmt",,
5213,"NaCl supp",,
5214,"Prednisone drops",,
5215,"Na Cl supps",,
5218,"Heparin/PIC flush",,
5220,"Na Supps",,
5221,"DOPA mcg/k/min",,
5226,"Cough",,
5229,"NACL SUPPS",,
5234,"umbical site",,
5244,"Left lateral decub",,
5245,"Repogyle",,
5247,"Chest tube dsg",,
5248,"glycerine suppos.",,
5249,"ceftazidine",,
5257,"ALDACTONE",,
5258,"calcium glubionate",,
5259,"ABD INC LINE",,
3557,"PMI",,
3559,"Pain",,
3562,"Palate",,
3563,"Parent Called",,
3564,"Parent Ed/Support",,
3565,"Parent Info given",,
3566,"Parents in to visit",,
3567,"Pavulon",,
3568,"Peripheral Pulses",,
3569,"Phototherapy Blanket",,
3570,"Phototherapy Light",,
3572,"Physioregulation",,
3573,"Polio Vaccine",,
3576,"Position at Breast",,
3577,"Posterior Fontanelle",,
3578,"Potassium Chloride",,
3579,"Precordium",,
3580,"Present Weight  (kg)",,
3581,"Present Weight  (lb)",,
3582,"Present Weight  (oz)",,
3583,"Previous Weight (kg)",,
3584,"Prevnar",,
3591,"Prong Size",,
3592,"Prongs Changed",,
3593,"Pupil ReactivityL/R",,
3594,"Racemic Epi MiniNeb",,
3595,"Recombivax",,
3596,"Reglan",,
3598,"Related Activity",,
3599,"Remote Alarm [S/D]",,
3600,"Renal US",,
3601,"Replogle Irrigation",,
3603,"Resp Rate",,
3605,"Respiratory Support",,
3606,"Response To Stimuli",,
3607,"Retractions",,
3608,"Root Reflex",,
3609,"SaO2 Alarm [Lo/Hi]",,
3611,"Sedation",,
3612,"Seizure Act/Dur(sec)",,
3614,"Sensitivity",,
3615,"Sheepskin",,
3616,"Skeletal Abnormality",,
3617,"SkinInteg1/1",,
3618,"Sleep",,
3622,"Sneezing",,
3624,"Sodium Chloride",,
3625,"Source",,
3626,"Spits",,
3627,"State",,
3628,"State Screen Sample",,
3630,"Stimulation",,
3631,"Stool Hemoccult",,
3632,"Stool [Amt]/[Color]",,
3633,"Stools",,
3634,"Stress",,
3637,"Suck",,
3638,"Suck Reflex",,
3639,"Sucking",,
3640,"Surgical Procedures",,
3641,"Survanta",,
3642,"Sutures",,
3643,"Swallow Study",,
3644,"Sweating",,
3645,"Sx Equip Functional",,
3646,"Synagis",,
3647,"TCP02",,
3651,"TcO2/TcCO2",,
3652,"Temp Axillary [F]",,
3653,"Temp CoB 1/W/C",,
3654,"Temp Rectal [F]",,
3655,"Temp Skin [C]",,
3656,"Temp/Iso/Warmer [C]",,
3657,"Terminal Sensitivity",,
3658,"Testes [L/R]",,
3660,"Time at Breast",,
3661,"Tone",,
3663,"Total Enteral/kg/day",,
3664,"Total Fluids cc/kg/d",,
3665,"Total Fluids/kg/day",,
3666,"Transducer Calibrate",,
3667,"Transfusion Consent",,
3668,"Tremors",,
3669,"Turgor",,
3670,"UAC Tubing Change",,
3671,"UVC Tubing Change",,
3672,"Umbical Cord",,
3673,"Upper GI",,
3676,"VS Change W/Seizure",,
3678,"Vanceril MDI",,
3679,"Vancomycin",,
3681,"Ventilator Number",,
3683,"Vital Sign",,
3684,"Vitamin E",,
3685,"Vitamin K",,
3686,"Void",,
3687,"Vomiting",,
3688,"Vt [Spontaneous]",,
3689,"Vt [Ventilator]",,
3690,"Water Pillow",,
3692,"Weight Change  (gms)",,
3693,"Weight Kg",,
3694,"Work of Breathing",,
3695,"Yawning",,
3723,"Birth Weight    (kg)",,
3724,"ABG CHLOIRDE","ABG's",
3725,"ABG POTASSIUM","ABG'S",
3726,"ABG SODIUM","ABG'S",
3727,"Albumin  (3.9-4.8)","Chemistry",
3728,"Alkaline Phosphatase","Chemistry",
3732,"Anion Gap   (8-20)","Chemistry",
3734,"BANDS","Heme/Coag",
3735,"BASOs","Heme/Coag",
3736,"BE","ABG's",
3737,"BUN    (6-20)","Chemistry",
3738,"Bands","Heme/Coag",
3740,"Base Excess (other)","Other ABGs",
3742,"Basos","CSF",
